timestamp_s,Fp1,Fp2,C3,C4,P7,P8,O1,O2,F7,F8,F3,F4,T7,T8,P3,P4
16.360000,51017.074219,-4512.213867,-8604.326172,-2616.651611,-3811.486572,17446.587891,33274.593750,3592.506592,-40338.125000,-66873.382812,-42879.898438,-68340.148438,-82027.859375,-66960.281250,-46054.695312,-61962.902344
16.368000,51022.437500,-4506.446777,-8592.033203,-2616.070557,-3803.126953,17470.101562,33295.089844,3620.625000,-40336.875000,-66880.664062,-42896.976562,-68340.703125,-82024.171875,-66965.734375,-46072.019531,-62075.285156
16.376000,51016.269531,-4511.565430,-8596.861328,-2623.491211,-3808.468994,17449.224609,33278.261719,3602.788330,-40330.570312,-66872.195312,-42868.859375,-68344.101562,-82022.609375,-66959.945312,-46051.703125,-61964.109375
16.384000,51016.875000,-4510.179688,-8596.100586,-2618.149170,-3804.311523,17466.144531,33288.183594,3606.163330,-40331.980469,-66882.343750,-42893.085938,-68340.992188,-82017.960938,-66964.820312,-46071.035156,-62071.441406
16.392000,51017.050781,-4512.660645,-8599.811523,-2616.070557,-3804.356201,17458.322266,33278.351562,3621.496582,-40333.746094,-66869.695312,-42870.222656,-68334.960938,-82021.132812,-66955.882812,-46041.710938,-61956.800781
16.400000,51021.589844,-4509.084473,-8592.458008,-2612.136719,-3796.510742,17471.912109,33289.929688,3589.220703,-40329.253906,-66887.820312,-42895.679688,-68348.039062,-82016.351562,-66969.070312,-46067.460938,-62074.750000
16.408000,51012.378906,-4512.839355,-8600.906250,-2616.204590,-3806.390381,17462.300781,33279.578125,3627.375244,-40331.511719,-66869.085938,-42867.898438,-68339.343750,-82018.539062,-66954.609375,-46042.046875,-61964.847656
16.416000,51009.140625,-4517.153320,-8606.427734,-2618.797363,-3810.614746,17458.367188,33273.433594,3568.679443,-40331.667969,-66876.617188,-42897.847656,-68329.773438,-82015.593750,-66961.710938,-46069.671875,-62067.152344
16.424000,51024.941406,-4514.180664,-8601.174805,-2611.354248,-3803.752930,17470.996094,33281.324219,3633.968994,-40335.488281,-66874.164062,-42878.757812,-68337.085938,-82026.609375,-66962.250000,-46048.953125,-61982.750000
16.432000,51020.808594,-4519.992188,-8606.204102,-2610.929688,-3803.059814,17461.652344,33274.660156,3559.425781,-40328.089844,-66873.718750,-42898.160156,-68329.953125,-82013.851562,-66962.765625,-46063.546875,-62061.855469
16.440000,51022.593750,-4525.691895,-8615.748047,-2618.193848,-3809.072510,17460.937500,33268.894531,3637.411133,-40329.183594,-66869.023438,-42875.855469,-68337.734375,-82022.164062,-66965.445312,-46045.531250,-61987.847656
16.448000,51020.515625,-4527.479980,-8620.352539,-2622.552490,-3810.458252,17440.150391,33255.617188,3538.616455,-40330.570312,-66886.656250,-42904.933594,-68344.796875,-82023.460938,-66983.171875,-46076.175781,-62061.718750
16.456000,51023.242188,-4529.379883,-8622.252930,-2620.026855,-3815.398193,17458.367188,33263.554688,3640.629883,-40326.414062,-66872.843750,-42879.027344,-68334.132812,-82027.328125,-66974.343750,-46051.433594,-62007.671875
16.464000,51016.582031,-4531.905762,-8626.275391,-2615.377686,-3811.821777,17441.691406,33251.683594,3535.040039,-40326.660156,-66883.351562,-42905.851562,-68337.281250,-82027.234375,-66981.539062,-46072.890625,-62047.972656
16.472000,51025.925781,-4527.166992,-8622.520508,-2613.991699,-3805.362061,17467.576172,33270.593750,3645.524902,-40325.496094,-66872.375000,-42886.714844,-68338.226562,-82029.671875,-66971.859375,-46046.718750,-62020.167969
16.480000,51015.109375,-4529.111816,-8629.762695,-2616.964600,-3811.419434,17435.857422,33251.082031,3533.140137,-40326.816406,-66876.421875,-42902.652344,-68340.171875,-82027.078125,-66975.882812,-46063.546875,-62034.382812
16.488000,51021.210938,-4525.580078,-8627.237305,-2613.902344,-3807.351562,17461.339844,33268.023438,3648.631592,-40326.636719,-66870.562500,-42888.707031,-68339.765625,-82030.523438,-66972.421875,-46054.539062,-62031.656250
16.496000,51011.218750,-4526.585938,-8632.802734,-2616.383545,-3804.132812,17433.712891,33248.800781,3533.989502,-40325.429688,-66875.812500,-42900.062500,-68344.593750,-82030.945312,-66977.132812,-46066.921875,-62017.550781
16.504000,51017.386719,-4522.048340,-8626.812500,-2615.712891,-3801.651855,17463.150391,33271.175781,3643.826172,-40324.582031,-66870.273438,-42888.617188,-68331.585938,-82025.070312,-66972.351562,-46051.949219,-62045.269531
16.512000,51011.933594,-4523.255371,-8632.936523,-2612.673096,-3806.837402,17432.863281,33246.433594,3541.030518,-40328.714844,-66874.406250,-42896.261719,-68332.632812,-82031.171875,-66976.843750,-46065.695312,-62002.218750
16.520000,51017.921875,-4520.886230,-8628.354492,-2611.242432,-3804.781006,17463.015625,33264.582031,3636.293457,-40324.492188,-66875.656250,-42892.863281,-68333.015625,-82027.484375,-66972.218750,-46061.179688,-62057.675781
16.528000,51009.964844,-4522.249512,-8631.528320,-2614.148193,-3807.172607,17428.548828,33241.402344,3544.875000,-40324.089844,-66876.085938,-42891.320312,-68334.179688,-82029.273438,-66970.968750,-46066.117188,-61994.285156
16.536000,51019.062500,-4519.567383,-8625.962891,-2609.387451,-3797.270752,17458.857422,33266.839844,3626.235352,-40323.039062,-66882.921875,-42897.914062,-68342.046875,-82025.289062,-66974.742188,-46074.074219,-62071.441406
16.544000,51012.425781,-4523.791992,-8629.963867,-2610.214355,-3793.828613,17434.248047,33251.820312,3555.983643,-40322.750000,-66883.125000,-42892.058594,-68342.289062,-82030.500000,-66977.453125,-46060.796875,-61990.285156
16.552000,51013.542969,-4522.853027,-8627.929688,-2611.086182,-3791.884033,17459.617188,33269.902344,3612.444336,-40321.339844,-66884.492188,-42904.507812,-68330.625000,-82022.789062,-66976.843750,-46063.859375,-62080.832031
16.560000,51012.113281,-4519.679199,-8627.303711,-2608.314453,-3794.633301,17438.183594,33252.152344,3567.651367,-40322.031250,-66881.406250,-42890.449219,-68337.398438,-82028.820312,-66977.156250,-46055.054688,-61984.406250
16.568000,51015.488281,-4519.969727,-8626.455078,-2606.548584,-3791.302979,17461.093750,33267.464844,3597.848633,-40320.019531,-66881.984375,-42905.113281,-68335.296875,-82025.781250,-66978.765625,-46073.160156,-62089.769531
16.576000,51007.484375,-4525.401367,-8635.305664,-2606.191162,-3793.158203,17442.183594,33252.378906,3579.318848,-40320.578125,-66870.476562,-42886.605469,-68325.726562,-82025.898438,-66968.460938,-46048.750000,-61976.156250
16.584000,51014.707031,-4521.199219,-8627.974609,-2601.944336,-3784.284424,17461.138672,33268.871094,3585.890381,-40320.378906,-66879.796875,-42911.214844,-68326.937500,-82021.601562,-66974.031250,-46067.371094,-62086.464844
16.592000,51003.687500,-4526.161133,-8639.843750,-2612.270752,-3797.852051,17438.205078,33247.480469,3591.053711,-40323.621094,-66872.437500,-42891.433594,-68338.984375,-82029.359375,-66972.148438,-46050.515625,-61980.246094
16.600000,51009.003906,-4519.634277,-8632.511719,-2612.561279,-3795.594482,17445.582031,33258.300781,3564.723145,-40335.511719,-66890.750000,-42926.281250,-68336.148438,-82039.820312,-66990.125000,-46090.011719,-62097.058594
16.608000,51013.609375,-4516.818359,-8625.135742,-2607.085205,-3784.351562,17450.611328,33263.285156,3607.057373,-40322.949219,-66868.101562,-42886.136719,-68330.242188,-82028.937500,-66970.054688,-46048.011719,-61989.480469
16.616000,51003.929688,-4525.289551,-8634.412109,-2612.807129,-3793.381592,17444.621094,33253.585938,3559.403564,-40326.078125,-66885.156250,-42917.898438,-68331.921875,-82029.156250,-66981.046875,-46074.925781,-62086.171875
16.624000,51007.621094,-4523.590820,-8628.510742,-2608.895508,-3788.285400,17450.767578,33261.273438,3622.793213,-40323.351562,-66874.718750,-42887.746094,-68330.492188,-82031.062500,-66969.960938,-46046.894531,-61985.230469
16.632000,51010.144531,-4521.109863,-8625.225586,-2608.515625,-3787.413574,17438.875000,33257.921875,3544.338379,-40318.972656,-66887.484375,-42911.570312,-68338.734375,-82023.101562,-66979.640625,-46075.058594,-62078.191406
16.640000,51008.113281,-4519.299316,-8623.750000,-2608.672119,-3785.178467,17449.425781,33264.066406,3628.515137,-40319.531250,-66873.492188,-42886.960938,-68333.976562,-82029.515625,-66971.882812,-46055.164062,-62002.957031
16.648000,51006.210938,-4520.237793,-8625.851562,-2609.387451,-3784.463379,17436.595703,33255.753906,3535.420166,-40324.269531,-66880.734375,-42912.355469,-68327.539062,-82027.593750,-66978.476562,-46076.152344,-62071.039062
16.656000,51010.792969,-4517.891113,-8619.637695,-2603.821777,-3778.361328,17462.679688,33273.140625,3638.953369,-40321.699219,-66877.898438,-42889.199219,-68333.734375,-82028.601562,-66973.093750,-46054.585938,-62016.300781
16.664000,51010.546875,-4517.466309,-8620.799805,-2603.821777,-3780.395264,17443.123047,33259.664062,3527.596924,-40322.121094,-66886.031250,-42908.597656,-68335.046875,-82026.117188,-66976.890625,-46072.937500,-62062.589844
16.672000,51018.750000,-4514.605469,-8617.424805,-2604.179443,-3777.064941,17467.285156,33274.035156,3634.393555,-40320.714844,-66878.718750,-42886.941406,-68333.195312,-82029.562500,-66974.632812,-46058.207031,-62036.687500
16.680000,51008.671875,-4516.862793,-8620.375000,-2603.017090,-3779.679932,17440.283203,33252.710938,3521.092773,-40318.570312,-66882.609375,-42903.523438,-68335.789062,-82027.148438,-66979.281250,-46071.371094,-62054.835938
16.688000,51017.230469,-4513.264160,-8610.629883,-2595.506836,-3772.460449,17475.041016,33276.515625,3640.518066,-40318.300781,-66881.289062,-42890.203125,-68341.578125,-82027.281250,-66979.257812,-46062.160156,-62054.699219
16.696000,51003.507812,-4519.701660,-8618.340820,-2597.585693,-3775.947266,17447.458984,33254.457031,3526.322998,-40316.488281,-66886.164062,-42900.015625,-68327.226562,-82020.843750,-66980.625000,-46065.871094,-62038.695312
16.704000,51005.832031,-4516.952148,-8617.893555,-2597.541016,-3776.483643,17476.873047,33272.875000,3633.320801,-40318.367188,-66879.101562,-42894.429688,-68327.382812,-82024.015625,-66974.921875,-46057.445312,-62061.519531
16.712000,51000.667969,-4520.685059,-8627.057617,-2601.564209,-3784.999756,17443.369141,33245.714844,3527.686523,-40319.617188,-66881.515625,-42902.003906,-68327.468750,-82024.351562,-66978.921875,-46067.707031,-62027.433594
16.720000,51004.246094,-4519.835449,-8617.625977,-2603.643066,-3776.953125,17474.257812,33268.628906,3623.441406,-40318.703125,-66886.726562,-42899.660156,-68331.203125,-82025.742188,-66985.765625,-46065.402344,-62076.160156
16.728000,51001.382812,-4522.853027,-8620.352539,-2602.547607,-3777.668213,17441.468750,33248.421875,3533.766113,-40316.312500,-66885.453125,-42895.320312,-68336.101562,-82019.703125,-66985.921875,-46059.433594,-62013.886719
16.736000,51009.921875,-4516.348633,-8614.027344,-2602.436035,-3776.953125,17472.404297,33270.078125,3616.132324,-40316.156250,-66894.546875,-42901.312500,-68333.328125,-82020.351562,-66991.914062,-46070.835938,-62088.765625
16.744000,51003.171875,-4520.595703,-8619.502930,-2601.117188,-3780.886963,17447.078125,33249.984375,3544.226807,-40313.292969,-66883.546875,-42892.820312,-68329.148438,-82019.906250,-66984.179688,-46059.925781,-62006.511719
16.752000,51006.367188,-4520.059082,-8617.513672,-2592.824707,-3779.590576,17475.800781,33267.753906,3609.158447,-40311.796875,-66887.546875,-42900.730469,-68325.171875,-82017.515625,-66981.453125,-46066.566406,-62092.789062
16.760000,50997.003906,-4528.172852,-8629.249023,-2599.686768,-3783.166748,17447.435547,33244.285156,3555.849609,-40315.753906,-66887.351562,-42890.562500,-68328.429688,-82024.062500,-66982.437500,-46056.886719,-61992.875000
16.768000,51001.851562,-4526.071777,-8624.509766,-2603.665283,-3778.964844,17467.753906,33260.468750,3587.097412,-40317.832031,-66899.195312,-42911.394531,-68325.843750,-82019.968750,-66993.140625,-46075.058594,-62101.015625
16.776000,51005.050781,-4522.584961,-8615.725586,-2598.569092,-3769.688721,17457.517578,33258.167969,3565.259766,-40313.515625,-66890.679688,-42890.070312,-68331.968750,-82019.125000,-66988.578125,-46052.394531,-62000.363281
16.784000,51006.277344,-4521.579102,-8613.848633,-2595.864502,-3769.420654,17474.615234,33267.824219,3579.453125,-40310.253906,-66894.929688,-42910.031250,-68337.664062,-82012.304688,-66988.828125,-46069.671875,-62107.316406
16.792000,50998.500000,-4523.769531,-8619.547852,-2595.484619,-3774.963867,17459.886719,33253.851562,3582.358887,-40313.250000,-66882.882812,-42885.285156,-68321.835938,-82017.445312,-66977.609375,-46049.042969,-61992.562500
16.800000,50999.417969,-4525.848145,-8623.750000,-2595.909180,-3777.757812,17465.005859,33255.507812,3561.236328,-40317.964844,-66893.742188,-42915.394531,-68323.695312,-82015.789062,-66986.476562,-46075.796875,-62105.550781
16.808000,50997.695312,-4524.462402,-8620.822266,-2594.791748,-3774.583740,17461.160156,33252.781250,3597.356689,-40314.949219,-66884.867188,-42890.003906,-68321.234375,-82019.968750,-66982.921875,-46051.992188,-61995.000000
16.816000,50988.328125,-4528.083496,-8629.069336,-2602.726562,-3781.915283,17456.644531,33247.011719,3542.818604,-40317.183594,-66891.929688,-42916.265625,-68322.351562,-82013.492188,-66990.812500,-46072.578125,-62099.628906
16.824000,50996.152344,-4528.284668,-8628.913086,-2598.948975,-3781.602295,17460.914062,33247.460938,3602.833008,-40320.667969,-66887.710938,-42896.441406,-68329.195312,-82023.859375,-66987.710938,-46056.953125,-62008.097656
16.832000,50993.738281,-4530.921875,-8630.433594,-2598.859619,-3781.557617,17455.953125,33242.140625,3532.201416,-40320.378906,-66904.070312,-42927.597656,-68331.789062,-82018.515625,-66996.875000,-46077.695312,-62098.464844
16.840000,50998.835938,-4529.715332,-8628.689453,-2603.061768,-3782.384521,17464.714844,33248.128906,3611.281982,-40319.195312,-66894.703125,-42900.507812,-68318.218750,-82022.453125,-66992.718750,-46055.343750,-62015.472656
16.848000,50990.074219,-4531.883301,-8631.819336,-2605.677002,-3783.412842,17449.515625,33237.558594,3516.890625,-40315.417969,-66903.914062,-42920.066406,-68321.773438,-82016.015625,-66996.132812,-46074.253906,-62087.667969
16.856000,50994.031250,-4528.530273,-8627.102539,-2601.586670,-3781.445801,17470.078125,33249.808594,3617.160400,-40319.531250,-66895.578125,-42898.003906,-68323.000000,-82023.750000,-66988.421875,-46055.949219,-62029.554688
16.864000,50986.519531,-4532.531250,-8634.143555,-2602.637207,-3785.692627,17448.062500,33232.683594,3508.955566,-40314.320312,-66905.656250,-42917.183594,-68320.859375,-82012.015625,-66991.039062,-46074.566406,-62075.285156
