timestamp_s,Fp1,Fp2,C3,C4,P7,P8,O1,O2,F7,F8,F3,F4,T7,T8,P3,P4
0.176000,54125.351562,-2451.405273,-6029.919434,-1258.738525,-2937.600342,19603.865234,36795.910156,6843.589844,-40904.363281,-66704.937500,-42947.378906,-69634.109375,-82797.234375,-66488.843750,-46945.750000,-61368.390625
0.184000,54114.914062,-2455.540283,-6036.759277,-1259.520752,-2941.333008,19578.697266,36775.816406,6790.661133,-40907.222656,-66696.664062,-42939.199219,-69630.781250,-82800.382812,-66485.242188,-46929.968750,-61266.710938
0.192000,54114.109375,-2455.607422,-6035.664062,-1255.028076,-2938.986084,19598.546875,36787.863281,6829.821289,-40902.886719,-66698.882812,-42955.449219,-69626.421875,-82792.109375,-66484.703125,-46944.519531,-61369.843750
0.200000,54110.644531,-2458.937744,-6039.888184,-1265.511108,-2940.483643,19581.267578,36773.468750,6800.987793,-40908.496094,-66697.960938,-42942.730469,-69626.804688,-82801.750000,-66488.820312,-46927.777344,-61260.386719
0.208000,54114.289062,-2457.529541,-6036.691895,-1258.582031,-2941.534180,19597.250000,36782.320312,6814.823242,-40910.332031,-66707.437500,-42963.539062,-69633.398438,-82799.062500,-66495.523438,-46946.664062,-61374.648438
0.216000,54110.421875,-2458.893066,-6033.294434,-1260.616089,-2934.761719,19588.218750,36777.738281,6823.719238,-40899.402344,-66697.070312,-42933.453125,-69629.687500,-82793.343750,-66480.125000,-46922.972656,-61255.402344
0.224000,54118.289062,-2452.969727,-6025.694824,-1249.775391,-2931.587646,19602.144531,36786.882812,6805.480469,-40898.550781,-66697.179688,-42956.164062,-69622.328125,-82786.281250,-66485.664062,-46942.687500,-61367.429688
0.232000,54120.277344,-2456.166260,-6030.053711,-1255.028076,-2931.699463,19592.980469,36780.824219,6834.560059,-40904.230469,-66695.679688,-42933.097656,-69624.968750,-82793.429688,-66483.835938,-46923.933594,-61257.972656
0.240000,54119.316406,-2452.500488,-6027.460938,-1258.962036,-2934.113525,19594.208984,36783.304688,6785.631836,-40904.406250,-66707.195312,-42958.445312,-69628.726562,-82793.078125,-66492.460938,-46946.398438,-61373.800781
0.248000,54113.953125,-2453.327393,-6030.724121,-1260.012573,-2932.928955,19594.523438,36776.644531,6841.220703,-40905.035156,-66697.117188,-42932.941406,-69630.195312,-82795.015625,-66488.367188,-46930.570312,-61273.062500
0.256000,54111.003906,-2453.953369,-6026.834961,-1258.693726,-2932.079590,19592.689453,36783.281250,6770.388184,-40901.097656,-66699.460938,-42956.722656,-69623.648438,-82787.664062,-66490.203125,-46944.988281,-61366.492188
0.264000,54118.847656,-2452.947510,-6019.861328,-1255.922119,-2921.328369,19604.625000,36791.687500,6854.766113,-40897.410156,-66689.156250,-42931.019531,-69626.804688,-82789.320312,-66480.992188,-46917.117188,-61279.207031
0.272000,54110.085938,-2455.205078,-6025.270508,-1259.252563,-2923.183594,19589.224609,36778.386719,6759.704102,-40898.148438,-66702.546875,-42952.007812,-69619.648438,-82784.671875,-66493.781250,-46936.695312,-61355.828125
0.280000,54114.312500,-2449.214844,-6024.376465,-1257.933838,-2929.799561,19600.802734,36783.191406,6860.219727,-40902.820312,-66702.992188,-42932.671875,-69624.585938,-82792.875000,-66492.507812,-46927.375000,-61295.480469
0.288000,54111.808594,-2450.846436,-6027.706543,-1261.442993,-2930.112549,19583.951172,36770.921875,6746.427246,-40907.558594,-66699.953125,-42958.062500,-69627.179688,-82791.867188,-66497.179688,-46949.437500,-61355.046875
0.296000,54115.070312,-2450.153564,-6021.135254,-1254.089355,-2927.363281,19606.681641,36786.679688,6865.249023,-40903.445312,-66694.070312,-42934.953125,-69622.867188,-82792.804688,-66485.085938,-46926.906250,-61312.109375
0.304000,54107.023438,-2454.199219,-6027.460938,-1263.365356,-2933.331299,19576.775391,36764.171875,6747.678711,-40902.777344,-66704.242188,-42951.089844,-69620.945312,-82787.109375,-66491.679688,-46942.777344,-61328.359375
0.312000,54109.148438,-2450.958252,-6026.119629,-1254.581055,-2928.972656,19602.568359,36782.589844,6864.421875,-40904.609375,-66698.882812,-42939.355469,-69631.984375,-82790.992188,-66492.218750,-46932.695312,-61324.203125
0.320000,54104.812500,-2452.634521,-6031.260742,-1261.733643,-2931.878418,19574.406250,36763.882812,6743.968262,-40906.417969,-66707.375000,-42956.296875,-69619.601562,-82789.273438,-66498.632812,-46943.582031,-61320.246094
0.328000,54104.500000,-2449.103027,-6025.292480,-1258.738525,-2926.782227,19603.240234,36784.355469,6863.013672,-40908.093750,-66703.351562,-42948.808594,-69623.937500,-82791.710938,-66497.554688,-46937.320312,-61340.808594
0.336000,54100.519531,-2452.858154,-6027.393555,-1259.967896,-2930.269043,19574.697266,36761.644531,6750.047852,-40906.464844,-66707.085938,-42951.203125,-69618.664062,-82786.796875,-66497.710938,-46940.628906,-61302.093750
