level_idx,mesh_size_m,n_nodes,n_elements,t_max_k,delta_t_k,delta_t_k_step,wall_s
0,0.0015,2014,5748,305.27484122666027,12.124841226660294,,0.6185362339019775
1,0.001,4211,12394,305.27484122634905,12.124841226349076,-3.112177182629239e-10,0.3109102249145508
2,0.0007,8492,24807,305.27484122668056,12.124841226680587,3.3151081879623234e-10,0.628101110458374
3,0.0005,20510,74587,305.27484122672485,12.124841226724868,4.4281023292569444e-11,1.7795567512512207
