0, 0, 71.34
0, 0, 71.37
0, 0, 71.36
0, 0, 71.33
0, 0, 71.26
0, 0, 71.25
0, 0, 71.20
0, 0, 71.21
0, 0, 71.28
0, 0, 71.29
0, 22, 79.13
0, 719, 108.20
0, 719, 119.10
0, 757, 119.25
0, 895, 119.71
0, 913, 119.79
0, 757, 119.38
0, 925, 119.95
0, 1821, 119.93
0, 1821, 119.12
0, 1821, 118.66
0, 1821, 118.66
0, 1821, 119.06
0, 1821, 119.35
3, 1821, 119.39
0, 1821, 119.07
1, 1837, 119.26
0, 1849, 119.56
0, 1849, 119.42
0, 1849, 120.00
0, 1849, 120.07
0, 2017, 120.19
0, 2017, 119.66
0, 2017, 119.35
0, 2017, 119.13
0, 2017, 119.35
0, 2017, 119.43
0, 2017, 119.45
2, 2017, 119.47
0, 2017, 119.86
1, 2033, 119.51
0, 2045, 118.95
0, 2045, 119.39
0, 2045, 119.03
4, 2129, 120.27
21, 2213, 121.28
0, 2213, 119.97
0, 2213, 118.95
0, 2213, 118.91
0, 2213, 118.88
0, 2213, 118.88
0, 2213, 118.78
0, 2213, 118.80
0, 2213, 118.78
1, 2241, 118.86
0, 2379, 119.61
0, 2397, 119.63
0, 2241, 118.91
0, 2325, 119.30
10, 2409, 119.80
0, 2409, 119.60
0, 2409, 119.02
0, 2409, 119.03
0, 2409, 119.00
0, 2409, 118.96
0, 2409, 118.94
0, 2409, 119.04
0, 2409, 118.88
0, 2433, 118.96
0, 2577, 118.97
0, 2595, 118.92
0, 2439, 118.85
0, 2523, 119.00
0, 2607, 119.65
0, 2607, 119.52
0, 2607, 118.89
0, 2607, 118.91
0, 2607, 118.94
0, 2607, 118.95
3, 2607, 119.01
4, 2607, 119.00
1, 2623, 119.00
0, 2635, 119.01
0, 2635, 119.01
0, 2635, 118.98
0, 2695, 118.96
15, 2803, 120.86
0, 2803, 119.71
0, 2803, 118.82
0, 2803, 118.91
0, 2803, 119.30
0, 2803, 119.52
0, 2803, 119.58
0, 2803, 120.04
0, 2803, 119.57
1, 2831, 119.59
0, 2969, 119.92
4, 2987, 120.75
0, 2831, 120.31
0, 2975, 120.85
0, 2999, 121.38
0, 2999, 119.32
0, 2999, 119.34
0, 2999, 119.54
0, 2999, 119.54
0, 2999, 119.52
0, 2999, 119.95
4, 2999, 120.00
1, 3015, 119.63
0, 3027, 119.73
0, 3027, 120.25
0, 3027, 119.68
0, 3087, 119.63
0, 3195, 120.08
0, 3195, 120.20
0, 3195, 119.40
0, 3195, 119.51
0, 3195, 119.46
0, 3195, 119.46
0, 3195, 119.50
0, 3195, 119.61
0, 3195, 120.24
0, 3211, 120.22
3, 3361, 119.77
0, 3223, 119.74
0, 3223, 119.47
4, 3307, 119.35
18, 3391, 120.57
0, 3391, 120.18
0, 3391, 118.93
0, 3391, 118.94
0, 3391, 118.89
0, 3391, 118.87
0, 3415, 118.88
0, 3391, 119.17
0, 3391, 118.97
0, 3419, 119.04
0, 3557, 119.13
3, 3575, 119.61
0, 3419, 119.78
0, 3503, 119.05
0, 3587, 119.83
0, 3587, 119.55
0, 3587, 118.93
0, 3587, 118.98
0, 3587, 119.35
0, 3587, 119.46
4, 3587, 119.59
0, 3725, 119.29
0, 3587, 120.01
0, 3615, 119.70
0, 3615, 119.95
0, 3771, 120.41
0, 3615, 119.82
4, 3783, 118.96
0, 3783, 119.30
0, 3783, 118.90
0, 3783, 118.88
0, 3783, 118.87
0, 3783, 118.87
0, 3783, 118.88
0, 3783, 118.91
0, 3783, 120.08
0, 3799, 120.48
3, 3949, 119.88
0, 3811, 119.50
0, 3811, 119.32
0, 3895, 119.58
0, 3979, 120.00
0, 3979, 119.73
0, 3979, 118.97
0, 3979, 118.89
0, 3979, 118.85
0, 3979, 118.89
0, 3979, 119.01
4, 3979, 119.16
0, 3979, 119.09
0, 4007, 119.12
0, 4007, 119.36
0, 4007, 120.07
0, 4007, 120.33
0, 4175, 120.14
0, 4175, 119.72
0, 4175, 118.85
0, 4175, 118.86
0, 4175, 118.89
0, 4175, 118.93
0, 4175, 118.99
0, 4175, 119.80
0, 4175, 120.27
0, 4191, 119.51
0, 4203, 119.15
0, 4203, 119.47
