/workspace/s59/w_native_ptd.py:364: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=use_amp)
{"step": 1, "ce_full": 5.640987, "psi_dir": 0.504966, "psi_entropy": 0.93908, "tension": 0.262593, "phi": 0.035845, "curiosity_ema": 0.0, "w_native_err": null, "wall_s": 0.63, "gpu_mem_gb": 7.486}
{"step": 900, "ce_full": 0.08621, "psi_dir": 0.561535, "psi_entropy": 0.326933, "tension": 3.955581, "phi": 0.884364, "curiosity_ema": 0.00323284, "w_native_err": 0.00506195, "wall_s": 86.34, "gpu_mem_gb": 9.738}
{"step": 904, "ce_full": 0.098572, "psi_dir": 0.572597, "psi_entropy": 0.332373, "tension": 4.076386, "phi": 0.881517, "curiosity_ema": 0.00387896, "w_native_err": 0.00969401, "wall_s": 86.72, "gpu_mem_gb": 9.738}
{"step": 908, "ce_full": 0.037679, "psi_dir": 0.575285, "psi_entropy": 0.324681, "tension": 4.102892, "phi": 0.842897, "curiosity_ema": 0.00412302, "w_native_err": 0.00631954, "wall_s": 87.1, "gpu_mem_gb": 9.738}
{"step": 912, "ce_full": 0.031155, "psi_dir": 0.5785, "psi_entropy": 0.324895, "tension": 4.098779, "phi": 0.882171, "curiosity_ema": 0.00388472, "w_native_err": 0.00173998, "wall_s": 87.48, "gpu_mem_gb": 9.738}
{"step": 916, "ce_full": 0.032998, "psi_dir": 0.573623, "psi_entropy": 0.299466, "tension": 4.114182, "phi": 0.893006, "curiosity_ema": 0.00359727, "w_native_err": 0.00101028, "wall_s": 87.86, "gpu_mem_gb": 9.738}
{"step": 920, "ce_full": 0.037346, "psi_dir": 0.587801, "psi_entropy": 0.323132, "tension": 4.215484, "phi": 0.919812, "curiosity_ema": 0.00340479, "w_native_err": 0.00167242, "wall_s": 88.24, "gpu_mem_gb": 9.738}
{"step": 924, "ce_full": 0.026596, "psi_dir": 0.586828, "psi_entropy": 0.315181, "tension": 4.280379, "phi": 0.947052, "curiosity_ema": 0.00334416, "w_native_err": 0.00279855, "wall_s": 88.62, "gpu_mem_gb": 9.738}
{"step": 928, "ce_full": 0.023605, "psi_dir": 0.570385, "psi_entropy": 0.359501, "tension": 4.307199, "phi": 0.967616, "curiosity_ema": 0.00344123, "w_native_err": 0.0043148, "wall_s": 89.0, "gpu_mem_gb": 9.738}
{"step": 932, "ce_full": 0.019769, "psi_dir": 0.557971, "psi_entropy": 0.307679, "tension": 4.406983, "phi": 0.93461, "curiosity_ema": 0.00342659, "w_native_err": 0.00329487, "wall_s": 89.37, "gpu_mem_gb": 9.738}
{"step": 936, "ce_full": 0.016439, "psi_dir": 0.554157, "psi_entropy": 0.251976, "tension": 4.541816, "phi": 0.903941, "curiosity_ema": 0.00353153, "w_native_err": 0.00447595, "wall_s": 89.75, "gpu_mem_gb": 9.738}
{"step": 940, "ce_full": 0.021751, "psi_dir": 0.568513, "psi_entropy": 0.300362, "tension": 4.540107, "phi": 0.897518, "curiosity_ema": 0.00330369, "w_native_err": 0.00125316, "wall_s": 90.13, "gpu_mem_gb": 9.738}
{"step": 944, "ce_full": 0.021428, "psi_dir": 0.576643, "psi_entropy": 0.287851, "tension": 4.517299, "phi": 0.921034, "curiosity_ema": 0.0030201, "w_native_err": 0.00046781, "wall_s": 90.51, "gpu_mem_gb": 9.738}
{"step": 948, "ce_full": 0.018382, "psi_dir": 0.57683, "psi_entropy": 0.297515, "tension": 4.491436, "phi": 0.929802, "curiosity_ema": 0.00294208, "w_native_err": 0.00223988, "wall_s": 90.89, "gpu_mem_gb": 9.738}
{"step": 952, "ce_full": 0.027081, "psi_dir": 0.581922, "psi_entropy": 0.335841, "tension": 4.532076, "phi": 0.944907, "curiosity_ema": 0.00292497, "w_native_err": 0.00277103, "wall_s": 91.27, "gpu_mem_gb": 9.738}
{"step": 956, "ce_full": 0.031219, "psi_dir": 0.572471, "psi_entropy": 0.31774, "tension": 4.474723, "phi": 1.009061, "curiosity_ema": 0.00329407, "w_native_err": 0.00661598, "wall_s": 91.65, "gpu_mem_gb": 9.738}
{"step": 960, "ce_full": 0.021635, "psi_dir": 0.566711, "psi_entropy": 0.277557, "tension": 4.494297, "phi": 1.01067, "curiosity_ema": 0.00350923, "w_native_err": 0.00544561, "wall_s": 92.03, "gpu_mem_gb": 9.738}
{"step": 964, "ce_full": 0.023711, "psi_dir": 0.561339, "psi_entropy": 0.320167, "tension": 4.47002, "phi": 1.018393, "curiosity_ema": 0.00372419, "w_native_err": 0.00565888, "wall_s": 92.4, "gpu_mem_gb": 9.738}
{"step": 968, "ce_full": 0.02289, "psi_dir": 0.55546, "psi_entropy": 0.325372, "tension": 4.468092, "phi": 0.993117, "curiosity_ema": 0.00386181, "w_native_err": 0.00510033, "wall_s": 92.79, "gpu_mem_gb": 9.738}
{"step": 972, "ce_full": 0.024772, "psi_dir": 0.560758, "psi_entropy": 0.311858, "tension": 4.344716, "phi": 1.015955, "curiosity_ema": 0.00450702, "w_native_err": 0.01031397, "wall_s": 93.16, "gpu_mem_gb": 9.738}
{"step": 976, "ce_full": 0.023036, "psi_dir": 0.577364, "psi_entropy": 0.27737, "tension": 4.400257, "phi": 1.045615, "curiosity_ema": 0.00437351, "w_native_err": 0.00317192, "wall_s": 93.54, "gpu_mem_gb": 9.738}
{"step": 980, "ce_full": 0.023004, "psi_dir": 0.573207, "psi_entropy": 0.261872, "tension": 4.585837, "phi": 1.041014, "curiosity_ema": 0.00442575, "w_native_err": 0.00489589, "wall_s": 93.93, "gpu_mem_gb": 9.738}
{"step": 984, "ce_full": 0.023356, "psi_dir": 0.573414, "psi_entropy": 0.283992, "tension": 4.807041, "phi": 0.99542, "curiosity_ema": 0.0073013, "w_native_err": 0.0331812, "wall_s": 94.31, "gpu_mem_gb": 9.738}
{"step": 988, "ce_full": 0.016282, "psi_dir": 0.560789, "psi_entropy": 0.253085, "tension": 4.899941, "phi": 0.974065, "curiosity_ema": 0.01155473, "w_native_err": 0.04983564, "wall_s": 94.69, "gpu_mem_gb": 9.738}
{"step": 992, "ce_full": 0.021871, "psi_dir": 0.555415, "psi_entropy": 0.292462, "tension": 4.891824, "phi": 0.942937, "curiosity_ema": 0.01449368, "w_native_err": 0.04094421, "wall_s": 95.07, "gpu_mem_gb": 9.738}
{"step": 996, "ce_full": 0.036998, "psi_dir": 0.563738, "psi_entropy": 0.276949, "tension": 4.898062, "phi": 0.941107, "curiosity_ema": 0.01582945, "w_native_err": 0.02785143, "wall_s": 95.44, "gpu_mem_gb": 9.738}
{"step": 1000, "ce_full": 0.03088, "psi_dir": 0.568209, "psi_entropy": 0.279983, "tension": 5.057295, "phi": 0.925091, "curiosity_ema": 0.01787961, "w_native_err": 0.03633102, "wall_s": 95.82, "gpu_mem_gb": 9.738}
{"step": 1004, "ce_full": 0.027764, "psi_dir": 0.549624, "psi_entropy": 0.258186, "tension": 5.172694, "phi": 0.919901, "curiosity_ema": 0.01958761, "w_native_err": 0.0349596, "wall_s": 96.2, "gpu_mem_gb": 9.738}
{"step": 1008, "ce_full": 0.032809, "psi_dir": 0.555817, "psi_entropy": 0.266491, "tension": 5.247812, "phi": 0.942088, "curiosity_ema": 0.02037006, "w_native_err": 0.02741212, "wall_s": 96.58, "gpu_mem_gb": 9.738}
{"step": 1012, "ce_full": 0.029587, "psi_dir": 0.564379, "psi_entropy": 0.233415, "tension": 5.311741, "phi": 0.995875, "curiosity_ema": 0.02034579, "w_native_err": 0.02012731, "wall_s": 96.96, "gpu_mem_gb": 9.738}
{"step": 1016, "ce_full": 0.024215, "psi_dir": 0.558248, "psi_entropy": 0.25205, "tension": 5.348291, "phi": 1.000798, "curiosity_ema": 0.01948118, "w_native_err": 0.01169975, "wall_s": 97.33, "gpu_mem_gb": 9.738}
{"step": 1020, "ce_full": 0.021904, "psi_dir": 0.579587, "psi_entropy": 0.247225, "tension": 5.299716, "phi": 1.01461, "curiosity_ema": 0.01830672, "w_native_err": 0.00773655, "wall_s": 97.71, "gpu_mem_gb": 9.738}
{"step": 1024, "ce_full": 0.02988, "psi_dir": 0.595344, "psi_entropy": 0.250872, "tension": 5.249137, "phi": 1.024497, "curiosity_ema": 0.01786848, "w_native_err": 0.01392433, "wall_s": 98.09, "gpu_mem_gb": 9.738}
{"step": 1028, "ce_full": 0.031851, "psi_dir": 0.585413, "psi_entropy": 0.277441, "tension": 5.220309, "phi": 1.001387, "curiosity_ema": 0.01832888, "w_native_err": 0.02247253, "wall_s": 98.47, "gpu_mem_gb": 9.738}
{"step": 1032, "ce_full": 0.031556, "psi_dir": 0.565383, "psi_entropy": 0.258441, "tension": 5.310458, "phi": 0.991014, "curiosity_ema": 0.01816732, "w_native_err": 0.01671328, "wall_s": 98.86, "gpu_mem_gb": 9.738}
{"step": 1036, "ce_full": 0.028847, "psi_dir": 0.548336, "psi_entropy": 0.26312, "tension": 5.509047, "phi": 0.982266, "curiosity_ema": 0.01674418, "w_native_err": 0.00393588, "wall_s": 99.25, "gpu_mem_gb": 9.738}
{"step": 1040, "ce_full": 0.024321, "psi_dir": 0.544938, "psi_entropy": 0.317679, "tension": 5.401975, "phi": 1.008199, "curiosity_ema": 0.01640923, "w_native_err": 0.0133947, "wall_s": 99.63, "gpu_mem_gb": 9.738}
{"step": 1044, "ce_full": 0.020636, "psi_dir": 0.565416, "psi_entropy": 0.251172, "tension": 5.479818, "phi": 0.968243, "curiosity_ema": 0.01575873, "w_native_err": 0.00990424, "wall_s": 100.0, "gpu_mem_gb": 9.738}
{"step": 1048, "ce_full": 0.023408, "psi_dir": 0.58309, "psi_entropy": 0.293264, "tension": 5.624341, "phi": 0.957659, "curiosity_ema": 0.01486856, "w_native_err": 0.00685704, "wall_s": 100.42, "gpu_mem_gb": 9.738}
{"step": 1052, "ce_full": 0.027512, "psi_dir": 0.578125, "psi_entropy": 0.256437, "tension": 5.608869, "phi": 1.000842, "curiosity_ema": 0.0139299, "w_native_err": 0.00548195, "wall_s": 100.8, "gpu_mem_gb": 9.738}
{"step": 1056, "ce_full": 0.018985, "psi_dir": 0.572103, "psi_entropy": 0.262031, "tension": 5.705438, "phi": 0.971381, "curiosity_ema": 0.01322188, "w_native_err": 0.00684965, "wall_s": 101.18, "gpu_mem_gb": 9.738}
{"step": 1060, "ce_full": 0.021386, "psi_dir": 0.568906, "psi_entropy": 0.241535, "tension": 5.808646, "phi": 0.970686, "curiosity_ema": 0.01290962, "w_native_err": 0.01009926, "wall_s": 101.55, "gpu_mem_gb": 9.738}
{"step": 1064, "ce_full": 0.030694, "psi_dir": 0.562094, "psi_entropy": 0.293474, "tension": 5.901717, "phi": 0.942023, "curiosity_ema": 0.01314309, "w_native_err": 0.01524435, "wall_s": 101.93, "gpu_mem_gb": 9.738}
{"step": 1068, "ce_full": 0.032521, "psi_dir": 0.564767, "psi_entropy": 0.246917, "tension": 5.913749, "phi": 0.935755, "curiosity_ema": 0.01298208, "w_native_err": 0.01153299, "wall_s": 102.31, "gpu_mem_gb": 9.738}
{"step": 1072, "ce_full": 0.023077, "psi_dir": 0.559919, "psi_entropy": 0.269004, "tension": 5.86934, "phi": 0.97984, "curiosity_ema": 0.01214873, "w_native_err": 0.00464855, "wall_s": 102.69, "gpu_mem_gb": 9.738}
{"step": 1076, "ce_full": 0.03494, "psi_dir": 0.55983, "psi_entropy": 0.337032, "tension": 5.797788, "phi": 1.040908, "curiosity_ema": 0.01131101, "w_native_err": 0.00377153, "wall_s": 103.06, "gpu_mem_gb": 9.738}
{"step": 1080, "ce_full": 0.026791, "psi_dir": 0.569981, "psi_entropy": 0.31107, "tension": 5.731523, "phi": 1.058794, "curiosity_ema": 0.01090879, "w_native_err": 0.00728888, "wall_s": 103.46, "gpu_mem_gb": 9.738}
{"step": 1084, "ce_full": 0.01937, "psi_dir": 0.563607, "psi_entropy": 0.244556, "tension": 5.804477, "phi": 1.052604, "curiosity_ema": 0.01056095, "w_native_err": 0.00743038, "wall_s": 103.83, "gpu_mem_gb": 9.738}
{"step": 1088, "ce_full": 0.032907, "psi_dir": 0.554971, "psi_entropy": 0.282595, "tension": 5.880544, "phi": 1.071697, "curiosity_ema": 0.01017818, "w_native_err": 0.00673325, "wall_s": 104.21, "gpu_mem_gb": 9.738}
{"step": 1092, "ce_full": 0.021582, "psi_dir": 0.56527, "psi_entropy": 0.265442, "tension": 5.997066, "phi": 1.043729, "curiosity_ema": 0.00977947, "w_native_err": 0.0061911, "wall_s": 104.59, "gpu_mem_gb": 9.738}
{"step": 1096, "ce_full": 0.021264, "psi_dir": 0.580839, "psi_entropy": 0.25474, "tension": 6.149966, "phi": 1.015379, "curiosity_ema": 0.01008002, "w_native_err": 0.01278494, "wall_s": 104.96, "gpu_mem_gb": 9.738}
{"step": 1100, "ce_full": 0.020832, "psi_dir": 0.583829, "psi_entropy": 0.282277, "tension": 6.357593, "phi": 1.029888, "curiosity_ema": 0.01261424, "w_native_err": 0.03542219, "wall_s": 105.34, "gpu_mem_gb": 9.738}
{"step": 1104, "ce_full": 0.020339, "psi_dir": 0.570894, "psi_entropy": 0.299587, "tension": 6.453484, "phi": 1.018603, "curiosity_ema": 0.01555261, "w_native_err": 0.04199795, "wall_s": 105.72, "gpu_mem_gb": 9.738}
{"step": 1108, "ce_full": 0.021993, "psi_dir": 0.570498, "psi_entropy": 0.278959, "tension": 6.434261, "phi": 1.018909, "curiosity_ema": 0.01669586, "w_native_err": 0.02698514, "wall_s": 106.09, "gpu_mem_gb": 9.738}
{"step": 1112, "ce_full": 0.028186, "psi_dir": 0.565874, "psi_entropy": 0.315845, "tension": 6.49157, "phi": 1.059515, "curiosity_ema": 0.01750884, "w_native_err": 0.02482564, "wall_s": 106.47, "gpu_mem_gb": 9.738}
{"step": 1116, "ce_full": 0.020214, "psi_dir": 0.559829, "psi_entropy": 0.296599, "tension": 6.478565, "phi": 1.042036, "curiosity_ema": 0.0168949, "w_native_err": 0.01136943, "wall_s": 106.85, "gpu_mem_gb": 9.738}
{"step": 1120, "ce_full": 0.018396, "psi_dir": 0.568729, "psi_entropy": 0.278577, "tension": 6.477181, "phi": 1.01824, "curiosity_ema": 0.01573113, "w_native_err": 0.00525726, "wall_s": 107.23, "gpu_mem_gb": 9.738}
{"step": 1124, "ce_full": 0.03377, "psi_dir": 0.578587, "psi_entropy": 0.251874, "tension": 6.526216, "phi": 1.051292, "curiosity_ema": 0.01452366, "w_native_err": 0.00365642, "wall_s": 107.6, "gpu_mem_gb": 9.738}
{"step": 1128, "ce_full": 0.026133, "psi_dir": 0.582524, "psi_entropy": 0.314321, "tension": 6.579078, "phi": 1.091373, "curiosity_ema": 0.01331073, "w_native_err": 0.00239429, "wall_s": 107.98, "gpu_mem_gb": 9.738}
{"step": 1132, "ce_full": 0.017044, "psi_dir": 0.580952, "psi_entropy": 0.266167, "tension": 6.67921, "phi": 1.062073, "curiosity_ema": 0.01219205, "w_native_err": 0.00212401, "wall_s": 108.46, "gpu_mem_gb": 9.738}
{"step": 1136, "ce_full": 0.0191, "psi_dir": 0.56633, "psi_entropy": 0.274991, "tension": 6.829735, "phi": 1.041734, "curiosity_ema": 0.01158332, "w_native_err": 0.0061047, "wall_s": 108.84, "gpu_mem_gb": 9.738}
{"step": 1140, "ce_full": 0.017604, "psi_dir": 0.562763, "psi_entropy": 0.283449, "tension": 6.764428, "phi": 1.068552, "curiosity_ema": 0.01046438, "w_native_err": 0.00039392, "wall_s": 109.21, "gpu_mem_gb": 9.738}
{"step": 1144, "ce_full": 0.027043, "psi_dir": 0.570429, "psi_entropy": 0.262823, "tension": 6.752201, "phi": 1.071055, "curiosity_ema": 0.00954183, "w_native_err": 0.00123887, "wall_s": 109.59, "gpu_mem_gb": 9.738}
{"step": 1148, "ce_full": 0.026591, "psi_dir": 0.568358, "psi_entropy": 0.240911, "tension": 6.902654, "phi": 1.035997, "curiosity_ema": 0.00873281, "w_native_err": 0.00145164, "wall_s": 109.97, "gpu_mem_gb": 9.738}
{"step": 1152, "ce_full": 0.026674, "psi_dir": 0.568245, "psi_entropy": 0.295812, "tension": 6.981982, "phi": 1.037632, "curiosity_ema": 0.00795588, "w_native_err": 0.00096353, "wall_s": 110.35, "gpu_mem_gb": 9.738}
{"step": 1156, "ce_full": 0.023732, "psi_dir": 0.570098, "psi_entropy": 0.268478, "tension": 6.949041, "phi": 1.05588, "curiosity_ema": 0.00717961, "w_native_err": 0.00019317, "wall_s": 110.72, "gpu_mem_gb": 9.738}
{"step": 1160, "ce_full": 0.020357, "psi_dir": 0.572114, "psi_entropy": 0.276007, "tension": 7.040009, "phi": 1.037771, "curiosity_ema": 0.00647872, "w_native_err": 0.00017072, "wall_s": 111.1, "gpu_mem_gb": 9.738}
{"step": 1164, "ce_full": 0.021552, "psi_dir": 0.569279, "psi_entropy": 0.286319, "tension": 7.04062, "phi": 1.047752, "curiosity_ema": 0.00587673, "w_native_err": 0.00045877, "wall_s": 111.49, "gpu_mem_gb": 9.738}
{"step": 1168, "ce_full": 0.019943, "psi_dir": 0.573365, "psi_entropy": 0.245413, "tension": 7.107159, "phi": 1.068087, "curiosity_ema": 0.00532097, "w_native_err": 0.00031916, "wall_s": 111.87, "gpu_mem_gb": 9.738}
{"step": 1172, "ce_full": 0.020485, "psi_dir": 0.571439, "psi_entropy": 0.258492, "tension": 7.170087, "phi": 1.089399, "curiosity_ema": 0.00489365, "w_native_err": 0.00104777, "wall_s": 112.24, "gpu_mem_gb": 9.738}
{"step": 1176, "ce_full": 0.022584, "psi_dir": 0.562298, "psi_entropy": 0.241091, "tension": 7.155375, "phi": 1.124615, "curiosity_ema": 0.00454055, "w_native_err": 0.00136268, "wall_s": 112.62, "gpu_mem_gb": 9.738}
{"step": 1180, "ce_full": 0.022905, "psi_dir": 0.555447, "psi_entropy": 0.257084, "tension": 7.208171, "phi": 1.125386, "curiosity_ema": 0.00417362, "w_native_err": 0.00087125, "wall_s": 113.0, "gpu_mem_gb": 9.738}
{"step": 1184, "ce_full": 0.020076, "psi_dir": 0.552219, "psi_entropy": 0.291963, "tension": 7.281497, "phi": 1.110059, "curiosity_ema": 0.0038799, "w_native_err": 0.00123641, "wall_s": 113.37, "gpu_mem_gb": 9.738}
{"step": 1188, "ce_full": 0.022036, "psi_dir": 0.555192, "psi_entropy": 0.239277, "tension": 7.261606, "phi": 1.10832, "curiosity_ema": 0.00350953, "w_native_err": 0.00017618, "wall_s": 113.75, "gpu_mem_gb": 9.738}
{"step": 1192, "ce_full": 0.017994, "psi_dir": 0.565157, "psi_entropy": 0.261942, "tension": 7.236066, "phi": 1.12565, "curiosity_ema": 0.0031844, "w_native_err": 0.00025826, "wall_s": 114.13, "gpu_mem_gb": 9.738}
{"step": 1196, "ce_full": 0.023984, "psi_dir": 0.574218, "psi_entropy": 0.25756, "tension": 7.310633, "phi": 1.117421, "curiosity_ema": 0.00289194, "w_native_err": 0.00025974, "wall_s": 114.51, "gpu_mem_gb": 9.738}
{"step": 1200, "ce_full": 0.017455, "psi_dir": 0.573726, "psi_entropy": 0.233264, "tension": 7.506689, "phi": 1.114879, "curiosity_ema": 0.00343276, "w_native_err": 0.00830021, "wall_s": 114.89, "gpu_mem_gb": 9.738}
{"step": 1204, "ce_full": 0.024423, "psi_dir": 0.573355, "psi_entropy": 0.254681, "tension": 7.604564, "phi": 1.092489, "curiosity_ema": 0.00459825, "w_native_err": 0.01508766, "wall_s": 115.26, "gpu_mem_gb": 9.738}
{"step": 1208, "ce_full": 0.019215, "psi_dir": 0.572124, "psi_entropy": 0.247605, "tension": 7.536817, "phi": 1.096371, "curiosity_ema": 0.00474167, "w_native_err": 0.00603239, "wall_s": 115.64, "gpu_mem_gb": 9.738}
{"step": 1212, "ce_full": 0.017395, "psi_dir": 0.577103, "psi_entropy": 0.213618, "tension": 7.425252, "phi": 1.110223, "curiosity_ema": 0.0043722, "w_native_err": 0.00104697, "wall_s": 116.02, "gpu_mem_gb": 9.738}
{"step": 1216, "ce_full": 0.017074, "psi_dir": 0.573845, "psi_entropy": 0.249416, "tension": 7.658092, "phi": 1.106291, "curiosity_ema": 0.0048606, "w_native_err": 0.00925625, "wall_s": 116.39, "gpu_mem_gb": 9.738}
{"step": 1220, "ce_full": 0.017946, "psi_dir": 0.572994, "psi_entropy": 0.242395, "tension": 7.77296, "phi": 1.094317, "curiosity_ema": 0.0059424, "w_native_err": 0.01567859, "wall_s": 116.77, "gpu_mem_gb": 9.738}
{"step": 1224, "ce_full": 0.019612, "psi_dir": 0.573614, "psi_entropy": 0.195957, "tension": 7.778999, "phi": 1.089393, "curiosity_ema": 0.00649185, "w_native_err": 0.0114369, "wall_s": 117.15, "gpu_mem_gb": 9.738}
{"step": 1228, "ce_full": 0.015904, "psi_dir": 0.589083, "psi_entropy": 0.251186, "tension": 7.873977, "phi": 1.083615, "curiosity_ema": 0.00742778, "w_native_err": 0.01585118, "wall_s": 117.53, "gpu_mem_gb": 9.738}
{"step": 1232, "ce_full": 0.022562, "psi_dir": 0.598943, "psi_entropy": 0.217899, "tension": 7.902064, "phi": 1.119568, "curiosity_ema": 0.0079512, "w_native_err": 0.01266197, "wall_s": 117.92, "gpu_mem_gb": 9.738}
{"step": 1236, "ce_full": 0.021986, "psi_dir": 0.596552, "psi_entropy": 0.289101, "tension": 8.116324, "phi": 1.118912, "curiosity_ema": 0.01041453, "w_native_err": 0.03258444, "wall_s": 118.3, "gpu_mem_gb": 9.738}
{"step": 1240, "ce_full": 0.014446, "psi_dir": 0.582735, "psi_entropy": 0.252565, "tension": 8.169163, "phi": 1.095446, "curiosity_ema": 0.01207896, "w_native_err": 0.02705885, "wall_s": 118.68, "gpu_mem_gb": 9.738}
{"step": 1244, "ce_full": 0.024134, "psi_dir": 0.563576, "psi_entropy": 0.254014, "tension": 8.078727, "phi": 1.105934, "curiosity_ema": 0.01174775, "w_native_err": 0.00876686, "wall_s": 119.06, "gpu_mem_gb": 9.738}
{"step": 1248, "ce_full": 0.021895, "psi_dir": 0.563847, "psi_entropy": 0.2217, "tension": 8.131945, "phi": 1.122017, "curiosity_ema": 0.01131592, "w_native_err": 0.0074295, "wall_s": 119.44, "gpu_mem_gb": 9.738}
{"step": 1252, "ce_full": 0.026996, "psi_dir": 0.56962, "psi_entropy": 0.247427, "tension": 8.16917, "phi": 1.133139, "curiosity_ema": 0.01066896, "w_native_err": 0.00484633, "wall_s": 119.82, "gpu_mem_gb": 9.738}
{"step": 1256, "ce_full": 0.018471, "psi_dir": 0.569219, "psi_entropy": 0.207452, "tension": 8.135511, "phi": 1.146296, "curiosity_ema": 0.00977588, "w_native_err": 0.00173813, "wall_s": 120.19, "gpu_mem_gb": 9.738}
{"step": 1260, "ce_full": 0.019974, "psi_dir": 0.570686, "psi_entropy": 0.244792, "tension": 8.454471, "phi": 1.145419, "curiosity_ema": 0.01040461, "w_native_err": 0.01606314, "wall_s": 120.57, "gpu_mem_gb": 9.738}
{"step": 1264, "ce_full": 0.023502, "psi_dir": 0.575018, "psi_entropy": 0.207218, "tension": 8.324684, "phi": 1.14243, "curiosity_ema": 0.00953338, "w_native_err": 0.00169229, "wall_s": 120.95, "gpu_mem_gb": 9.738}
{"step": 1268, "ce_full": 0.033122, "psi_dir": 0.580104, "psi_entropy": 0.266477, "tension": 8.496264, "phi": 1.153949, "curiosity_ema": 0.00929198, "w_native_err": 0.00711946, "wall_s": 121.33, "gpu_mem_gb": 9.738}
{"step": 1272, "ce_full": 0.025146, "psi_dir": 0.578739, "psi_entropy": 0.243986, "tension": 8.461477, "phi": 1.161338, "curiosity_ema": 0.00850635, "w_native_err": 0.00143565, "wall_s": 121.71, "gpu_mem_gb": 9.738}
{"step": 1276, "ce_full": 0.023859, "psi_dir": 0.56725, "psi_entropy": 0.272995, "tension": 8.500803, "phi": 1.171058, "curiosity_ema": 0.00776045, "w_native_err": 0.00104738, "wall_s": 122.09, "gpu_mem_gb": 9.738}
{"step": 1280, "ce_full": 0.027503, "psi_dir": 0.569133, "psi_entropy": 0.268779, "tension": 8.564166, "phi": 1.18025, "curiosity_ema": 0.00709585, "w_native_err": 0.00111437, "wall_s": 122.47, "gpu_mem_gb": 9.738}
{"step": 1284, "ce_full": 0.024416, "psi_dir": 0.570594, "psi_entropy": 0.219021, "tension": 8.600798, "phi": 1.146531, "curiosity_ema": 0.00652481, "w_native_err": 0.0013855, "wall_s": 122.86, "gpu_mem_gb": 9.738}
{"step": 1288, "ce_full": 0.029611, "psi_dir": 0.568672, "psi_entropy": 0.270696, "tension": 8.775316, "phi": 1.145408, "curiosity_ema": 0.00651742, "w_native_err": 0.00645091, "wall_s": 123.24, "gpu_mem_gb": 9.738}
{"step": 1292, "ce_full": 0.019379, "psi_dir": 0.561745, "psi_entropy": 0.246187, "tension": 8.783385, "phi": 1.165282, "curiosity_ema": 0.0061679, "w_native_err": 0.00302219, "wall_s": 123.62, "gpu_mem_gb": 9.738}
{"step": 1296, "ce_full": 0.020211, "psi_dir": 0.560949, "psi_entropy": 0.248495, "tension": 8.865725, "phi": 1.159075, "curiosity_ema": 0.00599864, "w_native_err": 0.00447534, "wall_s": 124.0, "gpu_mem_gb": 9.738}
{"step": 1300, "ce_full": 0.018899, "psi_dir": 0.554191, "psi_entropy": 0.245633, "tension": 8.955677, "phi": 1.167699, "curiosity_ema": 0.00605911, "w_native_err": 0.00660335, "wall_s": 124.38, "gpu_mem_gb": 9.738}
{"step": 1304, "ce_full": 0.020044, "psi_dir": 0.56488, "psi_entropy": 0.27121, "tension": 8.902137, "phi": 1.157248, "curiosity_ema": 0.00558118, "w_native_err": 0.00127981, "wall_s": 124.76, "gpu_mem_gb": 9.738}
{"step": 1308, "ce_full": 0.025333, "psi_dir": 0.572744, "psi_entropy": 0.231276, "tension": 9.044609, "phi": 1.139882, "curiosity_ema": 0.00559737, "w_native_err": 0.00574306, "wall_s": 125.14, "gpu_mem_gb": 9.738}
{"step": 1312, "ce_full": 0.01976, "psi_dir": 0.575831, "psi_entropy": 0.231818, "tension": 9.270061, "phi": 1.15402, "curiosity_ema": 0.00731779, "w_native_err": 0.02280159, "wall_s": 125.52, "gpu_mem_gb": 9.738}
{"step": 1316, "ce_full": 0.019512, "psi_dir": 0.585175, "psi_entropy": 0.26, "tension": 9.248565, "phi": 1.146011, "curiosity_ema": 0.00789607, "w_native_err": 0.01310056, "wall_s": 125.9, "gpu_mem_gb": 9.738}
{"step": 1320, "ce_full": 0.01009, "psi_dir": 0.593551, "psi_entropy": 0.204698, "tension": 9.184868, "phi": 1.137852, "curiosity_ema": 0.0075293, "w_native_err": 0.00422841, "wall_s": 126.28, "gpu_mem_gb": 9.738}
{"step": 1324, "ce_full": 0.017575, "psi_dir": 0.583176, "psi_entropy": 0.246072, "tension": 9.237498, "phi": 1.130928, "curiosity_ema": 0.00710349, "w_native_err": 0.00327116, "wall_s": 126.66, "gpu_mem_gb": 9.738}
{"step": 1328, "ce_full": 0.015708, "psi_dir": 0.563409, "psi_entropy": 0.183855, "tension": 9.222422, "phi": 1.15047, "curiosity_ema": 0.00655431, "w_native_err": 0.00161168, "wall_s": 127.03, "gpu_mem_gb": 9.738}
{"step": 1332, "ce_full": 0.016359, "psi_dir": 0.567273, "psi_entropy": 0.253667, "tension": 9.247128, "phi": 1.154958, "curiosity_ema": 0.00599636, "w_native_err": 0.00097487, "wall_s": 127.41, "gpu_mem_gb": 9.738}
{"step": 1336, "ce_full": 0.019249, "psi_dir": 0.575214, "psi_entropy": 0.280743, "tension": 9.469678, "phi": 1.147367, "curiosity_ema": 0.00630398, "w_native_err": 0.00907257, "wall_s": 127.79, "gpu_mem_gb": 9.738}
