/workspace/s59/w_native_ptd.py:364: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=use_amp)
{"step": 1, "ce_full": 5.640987, "psi_dir": 0.504966, "psi_entropy": 0.93908, "tension": 0.262593, "phi": 0.035845, "curiosity_ema": 0.0, "w_native_err": null, "wall_s": 0.63, "gpu_mem_gb": 7.486}
{"step": 2576, "ce_full": 0.012101, "psi_dir": 0.581686, "psi_entropy": 0.138364, "tension": 38.962471, "phi": 1.445581, "curiosity_ema": 3.39529461, "w_native_err": 4.55090475, "wall_s": 245.11, "gpu_mem_gb": 9.738}
{"step": 2580, "ce_full": 0.009437, "psi_dir": 0.574019, "psi_entropy": 0.115391, "tension": 39.337494, "phi": 1.451508, "curiosity_ema": 3.56971106, "w_native_err": 5.13945913, "wall_s": 245.48, "gpu_mem_gb": 9.738}
{"step": 2584, "ce_full": 0.007863, "psi_dir": 0.569408, "psi_entropy": 0.131813, "tension": 39.437462, "phi": 1.464325, "curiosity_ema": 3.73248564, "w_native_err": 5.19745684, "wall_s": 245.86, "gpu_mem_gb": 9.738}
{"step": 2588, "ce_full": 0.011882, "psi_dir": 0.564933, "psi_entropy": 0.138552, "tension": 38.858547, "phi": 1.450517, "curiosity_ema": 3.75572353, "w_native_err": 3.96486449, "wall_s": 246.24, "gpu_mem_gb": 9.738}
{"step": 2592, "ce_full": 0.010841, "psi_dir": 0.569597, "psi_entropy": 0.158444, "tension": 38.178448, "phi": 1.453323, "curiosity_ema": 3.65242479, "w_native_err": 2.72273612, "wall_s": 246.62, "gpu_mem_gb": 9.738}
{"step": 2596, "ce_full": 0.011498, "psi_dir": 0.571165, "psi_entropy": 0.164084, "tension": 38.632931, "phi": 1.453917, "curiosity_ema": 3.61281223, "w_native_err": 3.25629926, "wall_s": 246.99, "gpu_mem_gb": 9.738}
{"step": 2600, "ce_full": 0.005308, "psi_dir": 0.570949, "psi_entropy": 0.119071, "tension": 39.308327, "phi": 1.457873, "curiosity_ema": 3.67795685, "w_native_err": 4.26425838, "wall_s": 247.37, "gpu_mem_gb": 9.738}
{"step": 2604, "ce_full": 0.007392, "psi_dir": 0.570948, "psi_entropy": 0.114217, "tension": 39.740471, "phi": 1.45858, "curiosity_ema": 3.80348978, "w_native_err": 4.93328619, "wall_s": 247.75, "gpu_mem_gb": 9.738}
{"step": 2608, "ce_full": 0.007986, "psi_dir": 0.565705, "psi_entropy": 0.087122, "tension": 39.87635, "phi": 1.452411, "curiosity_ema": 3.92766761, "w_native_err": 5.04526806, "wall_s": 248.13, "gpu_mem_gb": 9.738}
{"step": 2612, "ce_full": 0.010838, "psi_dir": 0.563133, "psi_entropy": 0.180323, "tension": 39.490005, "phi": 1.440309, "curiosity_ema": 3.95019588, "w_native_err": 4.15295029, "wall_s": 248.51, "gpu_mem_gb": 9.738}
{"step": 2616, "ce_full": 0.010597, "psi_dir": 0.559044, "psi_entropy": 0.181123, "tension": 39.010082, "phi": 1.44064, "curiosity_ema": 3.87377683, "w_native_err": 3.18600535, "wall_s": 248.89, "gpu_mem_gb": 9.738}
{"step": 2620, "ce_full": 0.014032, "psi_dir": 0.562336, "psi_entropy": 0.141875, "tension": 38.70755, "phi": 1.443314, "curiosity_ema": 3.74551474, "w_native_err": 2.59115601, "wall_s": 249.27, "gpu_mem_gb": 9.738}
{"step": 2624, "ce_full": 0.010332, "psi_dir": 0.575056, "psi_entropy": 0.14741, "tension": 38.666424, "phi": 1.437562, "curiosity_ema": 3.61293297, "w_native_err": 2.41969705, "wall_s": 249.65, "gpu_mem_gb": 9.738}
{"step": 2628, "ce_full": 0.010635, "psi_dir": 0.585212, "psi_entropy": 0.139042, "tension": 39.023064, "phi": 1.450342, "curiosity_ema": 3.53551557, "w_native_err": 2.83875895, "wall_s": 250.03, "gpu_mem_gb": 9.738}
{"step": 2632, "ce_full": 0.005347, "psi_dir": 0.589877, "psi_entropy": 0.075552, "tension": 39.107544, "phi": 1.456158, "curiosity_ema": 3.46896362, "w_native_err": 2.86999607, "wall_s": 250.41, "gpu_mem_gb": 9.738}
{"step": 2636, "ce_full": 0.008801, "psi_dir": 0.585223, "psi_entropy": 0.110229, "tension": 38.87878, "phi": 1.461252, "curiosity_ema": 3.36690547, "w_native_err": 2.44838214, "wall_s": 250.79, "gpu_mem_gb": 9.738}
{"step": 2640, "ce_full": 0.013021, "psi_dir": 0.574341, "psi_entropy": 0.150507, "tension": 39.078781, "phi": 1.456997, "curiosity_ema": 3.29544689, "w_native_err": 2.65231967, "wall_s": 251.17, "gpu_mem_gb": 9.738}
{"step": 2644, "ce_full": 0.010268, "psi_dir": 0.569401, "psi_entropy": 0.12327, "tension": 39.693298, "phi": 1.463972, "curiosity_ema": 3.31634566, "w_native_err": 3.50443459, "wall_s": 251.55, "gpu_mem_gb": 9.738}
{"step": 2648, "ce_full": 0.00829, "psi_dir": 0.565719, "psi_entropy": 0.084985, "tension": 39.825851, "phi": 1.460327, "curiosity_ema": 3.34377994, "w_native_err": 3.59068847, "wall_s": 251.92, "gpu_mem_gb": 9.738}
{"step": 2652, "ce_full": 0.01178, "psi_dir": 0.566727, "psi_entropy": 0.141411, "tension": 39.368481, "phi": 1.458162, "curiosity_ema": 3.28359731, "w_native_err": 2.74195361, "wall_s": 252.3, "gpu_mem_gb": 9.738}
{"step": 2656, "ce_full": 0.012713, "psi_dir": 0.565799, "psi_entropy": 0.160118, "tension": 38.749615, "phi": 1.444258, "curiosity_ema": 3.13828738, "w_native_err": 1.83049798, "wall_s": 252.68, "gpu_mem_gb": 9.738}
{"step": 2660, "ce_full": 0.009769, "psi_dir": 0.565013, "psi_entropy": 0.118524, "tension": 39.440758, "phi": 1.473682, "curiosity_ema": 3.09098393, "w_native_err": 2.66525292, "wall_s": 253.06, "gpu_mem_gb": 9.738}
{"step": 2664, "ce_full": 0.010399, "psi_dir": 0.565743, "psi_entropy": 0.16391, "tension": 39.578335, "phi": 1.466735, "curiosity_ema": 3.05770186, "w_native_err": 2.75816321, "wall_s": 253.45, "gpu_mem_gb": 9.738}
{"step": 2668, "ce_full": 0.008537, "psi_dir": 0.568996, "psi_entropy": 0.152398, "tension": 39.995426, "phi": 1.470126, "curiosity_ema": 3.07982715, "w_native_err": 3.27895474, "wall_s": 253.83, "gpu_mem_gb": 9.738}
{"step": 2672, "ce_full": 0.007738, "psi_dir": 0.576937, "psi_entropy": 0.136301, "tension": 40.242077, "phi": 1.468349, "curiosity_ema": 3.12631779, "w_native_err": 3.54473352, "wall_s": 254.21, "gpu_mem_gb": 9.738}
{"step": 2676, "ce_full": 0.007265, "psi_dir": 0.579475, "psi_entropy": 0.102553, "tension": 40.874443, "phi": 1.467201, "curiosity_ema": 3.26610414, "w_native_err": 4.52418137, "wall_s": 254.59, "gpu_mem_gb": 9.738}
{"step": 2680, "ce_full": 0.009406, "psi_dir": 0.578954, "psi_entropy": 0.124184, "tension": 41.033398, "phi": 1.460253, "curiosity_ema": 3.40621245, "w_native_err": 4.66718721, "wall_s": 254.97, "gpu_mem_gb": 9.738}
{"step": 2684, "ce_full": 0.010426, "psi_dir": 0.579227, "psi_entropy": 0.112513, "tension": 40.792816, "phi": 1.446503, "curiosity_ema": 3.47340862, "w_native_err": 4.07817411, "wall_s": 255.34, "gpu_mem_gb": 9.738}
{"step": 2688, "ce_full": 0.011349, "psi_dir": 0.570937, "psi_entropy": 0.114555, "tension": 41.119431, "phi": 1.456772, "curiosity_ema": 3.58175485, "w_native_err": 4.55687094, "wall_s": 255.72, "gpu_mem_gb": 9.738}
{"step": 2692, "ce_full": 0.01125, "psi_dir": 0.568622, "psi_entropy": 0.166855, "tension": 41.488655, "phi": 1.484266, "curiosity_ema": 3.73936768, "w_native_err": 5.15788317, "wall_s": 256.1, "gpu_mem_gb": 9.738}
{"step": 2696, "ce_full": 0.008478, "psi_dir": 0.577424, "psi_entropy": 0.133546, "tension": 41.410877, "phi": 1.480903, "curiosity_ema": 3.85461038, "w_native_err": 4.89179468, "wall_s": 256.48, "gpu_mem_gb": 9.738}
{"step": 2700, "ce_full": 0.010641, "psi_dir": 0.582522, "psi_entropy": 0.163054, "tension": 41.753071, "phi": 1.46597, "curiosity_ema": 4.01597146, "w_native_err": 5.46822119, "wall_s": 256.86, "gpu_mem_gb": 9.738}
{"step": 2704, "ce_full": 0.016776, "psi_dir": 0.580282, "psi_entropy": 0.142276, "tension": 41.703777, "phi": 1.472028, "curiosity_ema": 4.1409782, "w_native_err": 5.26603889, "wall_s": 257.24, "gpu_mem_gb": 9.738}
{"step": 2708, "ce_full": 0.006735, "psi_dir": 0.576658, "psi_entropy": 0.086264, "tension": 41.991722, "phi": 1.466051, "curiosity_ema": 4.3015374, "w_native_err": 5.74657011, "wall_s": 257.61, "gpu_mem_gb": 9.738}
{"step": 2712, "ce_full": 0.010974, "psi_dir": 0.572779, "psi_entropy": 0.167187, "tension": 41.815796, "phi": 1.471896, "curiosity_ema": 4.39950599, "w_native_err": 5.2812233, "wall_s": 257.99, "gpu_mem_gb": 9.738}
{"step": 2716, "ce_full": 0.015538, "psi_dir": 0.567617, "psi_entropy": 0.147652, "tension": 42.022865, "phi": 1.4928, "curiosity_ema": 4.51638956, "w_native_err": 5.56834173, "wall_s": 258.37, "gpu_mem_gb": 9.738}
{"step": 2720, "ce_full": 0.007971, "psi_dir": 0.564798, "psi_entropy": 0.136827, "tension": 41.935352, "phi": 1.486907, "curiosity_ema": 4.59072187, "w_native_err": 5.2597127, "wall_s": 258.75, "gpu_mem_gb": 9.738}
{"step": 2724, "ce_full": 0.007968, "psi_dir": 0.56075, "psi_entropy": 0.145525, "tension": 41.955635, "phi": 1.474974, "curiosity_ema": 4.64616099, "w_native_err": 5.14511299, "wall_s": 259.13, "gpu_mem_gb": 9.738}
{"step": 2728, "ce_full": 0.006367, "psi_dir": 0.559403, "psi_entropy": 0.133997, "tension": 42.419449, "phi": 1.47523, "curiosity_ema": 4.77354995, "w_native_err": 5.92005062, "wall_s": 259.5, "gpu_mem_gb": 9.738}
{"step": 2732, "ce_full": 0.009748, "psi_dir": 0.559102, "psi_entropy": 0.191986, "tension": 42.123348, "phi": 1.483695, "curiosity_ema": 4.81314904, "w_native_err": 5.16954088, "wall_s": 259.88, "gpu_mem_gb": 9.738}
{"step": 2736, "ce_full": 0.013368, "psi_dir": 0.563065, "psi_entropy": 0.145059, "tension": 41.940807, "phi": 1.494798, "curiosity_ema": 4.79567791, "w_native_err": 4.63843775, "wall_s": 260.26, "gpu_mem_gb": 9.738}
{"step": 2740, "ce_full": 0.006269, "psi_dir": 0.56441, "psi_entropy": 0.118505, "tension": 42.420563, "phi": 1.485203, "curiosity_ema": 4.85287574, "w_native_err": 5.36765623, "wall_s": 260.63, "gpu_mem_gb": 9.738}
{"step": 2744, "ce_full": 0.009852, "psi_dir": 0.576795, "psi_entropy": 0.120882, "tension": 42.07629, "phi": 1.487771, "curiosity_ema": 4.82012657, "w_native_err": 4.52538395, "wall_s": 261.01, "gpu_mem_gb": 9.738}
{"step": 2748, "ce_full": 0.010188, "psi_dir": 0.578313, "psi_entropy": 0.134415, "tension": 42.138359, "phi": 1.480906, "curiosity_ema": 4.78252876, "w_native_err": 4.44414854, "wall_s": 261.39, "gpu_mem_gb": 9.738}
{"step": 2752, "ce_full": 0.005331, "psi_dir": 0.579847, "psi_entropy": 0.08949, "tension": 41.794716, "phi": 1.485662, "curiosity_ema": 4.66971299, "w_native_err": 3.65437102, "wall_s": 261.78, "gpu_mem_gb": 9.738}
{"step": 2756, "ce_full": 0.012509, "psi_dir": 0.575021, "psi_entropy": 0.144201, "tension": 41.681328, "phi": 1.496045, "curiosity_ema": 4.53172817, "w_native_err": 3.28986478, "wall_s": 262.15, "gpu_mem_gb": 9.738}
{"step": 2760, "ce_full": 0.005312, "psi_dir": 0.571623, "psi_entropy": 0.100214, "tension": 41.809181, "phi": 1.498874, "curiosity_ema": 4.41280616, "w_native_err": 3.34250808, "wall_s": 262.53, "gpu_mem_gb": 9.738}
{"step": 2764, "ce_full": 0.009701, "psi_dir": 0.576357, "psi_entropy": 0.143595, "tension": 42.041672, "phi": 1.499828, "curiosity_ema": 4.33120488, "w_native_err": 3.59679341, "wall_s": 262.92, "gpu_mem_gb": 9.738}
{"step": 2768, "ce_full": 0.008339, "psi_dir": 0.581907, "psi_entropy": 0.127455, "tension": 42.149071, "phi": 1.482501, "curiosity_ema": 4.26419029, "w_native_err": 3.6610589, "wall_s": 263.29, "gpu_mem_gb": 9.738}
{"step": 2772, "ce_full": 0.006027, "psi_dir": 0.585098, "psi_entropy": 0.105214, "tension": 42.283684, "phi": 1.486179, "curiosity_ema": 4.21601306, "w_native_err": 3.78241801, "wall_s": 263.68, "gpu_mem_gb": 9.738}
{"step": 2776, "ce_full": 0.008046, "psi_dir": 0.584269, "psi_entropy": 0.169971, "tension": 42.428558, "phi": 1.455165, "curiosity_ema": 4.1872668, "w_native_err": 3.92855048, "wall_s": 264.06, "gpu_mem_gb": 9.738}
{"step": 2780, "ce_full": 0.009979, "psi_dir": 0.589159, "psi_entropy": 0.123982, "tension": 43.013958, "phi": 1.439104, "curiosity_ema": 4.25892651, "w_native_err": 4.90386391, "wall_s": 264.44, "gpu_mem_gb": 9.738}
{"step": 2784, "ce_full": 0.005863, "psi_dir": 0.586179, "psi_entropy": 0.077378, "tension": 43.244499, "phi": 1.436191, "curiosity_ema": 4.3547526, "w_native_err": 5.2171874, "wall_s": 264.82, "gpu_mem_gb": 9.738}
{"step": 2788, "ce_full": 0.008944, "psi_dir": 0.580954, "psi_entropy": 0.147835, "tension": 43.038849, "phi": 1.438376, "curiosity_ema": 4.384968, "w_native_err": 4.6569066, "wall_s": 265.2, "gpu_mem_gb": 9.738}
{"step": 2792, "ce_full": 0.006384, "psi_dir": 0.578211, "psi_entropy": 0.08841, "tension": 43.422058, "phi": 1.460101, "curiosity_ema": 4.47386373, "w_native_err": 5.2739253, "wall_s": 265.57, "gpu_mem_gb": 9.738}
{"step": 2796, "ce_full": 0.007269, "psi_dir": 0.583012, "psi_entropy": 0.138303, "tension": 43.408562, "phi": 1.448106, "curiosity_ema": 4.53542907, "w_native_err": 5.08951712, "wall_s": 265.95, "gpu_mem_gb": 9.738}
{"step": 2800, "ce_full": 0.01085, "psi_dir": 0.585063, "psi_entropy": 0.120668, "tension": 43.258739, "phi": 1.45901, "curiosity_ema": 4.54648015, "w_native_err": 4.64593983, "wall_s": 266.33, "gpu_mem_gb": 9.738}
{"step": 2804, "ce_full": 0.009609, "psi_dir": 0.581293, "psi_entropy": 0.187404, "tension": 42.796551, "phi": 1.46482, "curiosity_ema": 4.45928435, "w_native_err": 3.67452216, "wall_s": 266.7, "gpu_mem_gb": 9.738}
{"step": 2808, "ce_full": 0.012253, "psi_dir": 0.578768, "psi_entropy": 0.119547, "tension": 42.79538, "phi": 1.452799, "curiosity_ema": 4.36940199, "w_native_err": 3.56046081, "wall_s": 267.08, "gpu_mem_gb": 9.738}
{"step": 2812, "ce_full": 0.018492, "psi_dir": 0.569823, "psi_entropy": 0.17843, "tension": 42.703152, "phi": 1.44186, "curiosity_ema": 4.26295877, "w_native_err": 3.30496979, "wall_s": 267.46, "gpu_mem_gb": 9.738}
{"step": 2816, "ce_full": 0.008377, "psi_dir": 0.565816, "psi_entropy": 0.159146, "tension": 42.65097, "phi": 1.441033, "curiosity_ema": 4.14954129, "w_native_err": 3.12878394, "wall_s": 267.83, "gpu_mem_gb": 9.738}
{"step": 2820, "ce_full": 0.005613, "psi_dir": 0.562563, "psi_entropy": 0.103903, "tension": 42.56572, "phi": 1.431473, "curiosity_ema": 4.02607848, "w_native_err": 2.91491318, "wall_s": 268.21, "gpu_mem_gb": 9.738}
{"step": 2824, "ce_full": 0.008973, "psi_dir": 0.570285, "psi_entropy": 0.161528, "tension": 42.664165, "phi": 1.429842, "curiosity_ema": 3.92229923, "w_native_err": 2.98828602, "wall_s": 268.59, "gpu_mem_gb": 9.738}
{"step": 2828, "ce_full": 0.007703, "psi_dir": 0.570979, "psi_entropy": 0.13742, "tension": 42.795219, "phi": 1.436715, "curiosity_ema": 3.84106637, "w_native_err": 3.10997057, "wall_s": 268.97, "gpu_mem_gb": 9.738}
{"step": 2832, "ce_full": 0.006629, "psi_dir": 0.571755, "psi_entropy": 0.089583, "tension": 42.963879, "phi": 1.447148, "curiosity_ema": 3.78567048, "w_native_err": 3.28710747, "wall_s": 269.34, "gpu_mem_gb": 9.738}
{"step": 2836, "ce_full": 0.010411, "psi_dir": 0.568816, "psi_entropy": 0.142655, "tension": 43.863617, "phi": 1.45228, "curiosity_ema": 3.88259567, "w_native_err": 4.75492239, "wall_s": 269.72, "gpu_mem_gb": 9.738}
{"step": 2840, "ce_full": 0.009483, "psi_dir": 0.565577, "psi_entropy": 0.151386, "tension": 44.497177, "phi": 1.461249, "curiosity_ema": 4.08104283, "w_native_err": 5.86706734, "wall_s": 270.1, "gpu_mem_gb": 9.738}
{"step": 2844, "ce_full": 0.011894, "psi_dir": 0.570486, "psi_entropy": 0.140475, "tension": 44.949371, "phi": 1.454869, "curiosity_ema": 4.33991443, "w_native_err": 6.6697588, "wall_s": 270.47, "gpu_mem_gb": 9.738}
{"step": 2848, "ce_full": 0.007262, "psi_dir": 0.57587, "psi_entropy": 0.123826, "tension": 44.819195, "phi": 1.442655, "curiosity_ema": 4.52465372, "w_native_err": 6.18730736, "wall_s": 270.92, "gpu_mem_gb": 9.738}
{"step": 2852, "ce_full": 0.009579, "psi_dir": 0.580543, "psi_entropy": 0.069673, "tension": 44.705608, "phi": 1.453494, "curiosity_ema": 4.65108979, "w_native_err": 5.78901434, "wall_s": 271.3, "gpu_mem_gb": 9.738}
{"step": 2856, "ce_full": 0.011369, "psi_dir": 0.58068, "psi_entropy": 0.101976, "tension": 44.153168, "phi": 1.445496, "curiosity_ema": 4.64014822, "w_native_err": 4.54167414, "wall_s": 271.68, "gpu_mem_gb": 9.738}
{"step": 2860, "ce_full": 0.006627, "psi_dir": 0.578149, "psi_entropy": 0.124601, "tension": 43.984295, "phi": 1.453184, "curiosity_ema": 4.58642745, "w_native_err": 4.10294056, "wall_s": 272.06, "gpu_mem_gb": 9.738}
{"step": 2864, "ce_full": 0.009425, "psi_dir": 0.573709, "psi_entropy": 0.148261, "tension": 44.080502, "phi": 1.441336, "curiosity_ema": 4.5427953, "w_native_err": 4.15010595, "wall_s": 272.44, "gpu_mem_gb": 9.738}
{"step": 2868, "ce_full": 0.010628, "psi_dir": 0.561395, "psi_entropy": 0.136957, "tension": 44.38464, "phi": 1.443274, "curiosity_ema": 4.54725749, "w_native_err": 4.58741713, "wall_s": 272.82, "gpu_mem_gb": 9.738}
{"step": 2872, "ce_full": 0.007474, "psi_dir": 0.561342, "psi_entropy": 0.159972, "tension": 43.938702, "phi": 1.452761, "curiosity_ema": 4.45849713, "w_native_err": 3.6596539, "wall_s": 273.2, "gpu_mem_gb": 9.738}
{"step": 2876, "ce_full": 0.008641, "psi_dir": 0.560679, "psi_entropy": 0.136215, "tension": 43.861015, "phi": 1.453295, "curiosity_ema": 4.35341063, "w_native_err": 3.40763211, "wall_s": 273.58, "gpu_mem_gb": 9.738}
{"step": 2880, "ce_full": 0.007093, "psi_dir": 0.561741, "psi_entropy": 0.134933, "tension": 43.75502, "phi": 1.452984, "curiosity_ema": 4.23032816, "w_native_err": 3.12258601, "wall_s": 273.95, "gpu_mem_gb": 9.738}
{"step": 2884, "ce_full": 0.00879, "psi_dir": 0.568539, "psi_entropy": 0.112746, "tension": 43.527863, "phi": 1.457469, "curiosity_ema": 4.07477768, "w_native_err": 2.67482328, "wall_s": 274.33, "gpu_mem_gb": 9.738}
{"step": 2888, "ce_full": 0.005054, "psi_dir": 0.567598, "psi_entropy": 0.073615, "tension": 43.974213, "phi": 1.449492, "curiosity_ema": 3.99418404, "w_native_err": 3.26884127, "wall_s": 274.71, "gpu_mem_gb": 9.738}
{"step": 2892, "ce_full": 0.00756, "psi_dir": 0.5653, "psi_entropy": 0.082042, "tension": 44.29425, "phi": 1.423591, "curiosity_ema": 3.96502492, "w_native_err": 3.70259285, "wall_s": 275.08, "gpu_mem_gb": 9.738}
{"step": 2896, "ce_full": 0.012653, "psi_dir": 0.563434, "psi_entropy": 0.178818, "tension": 44.427338, "phi": 1.42359, "curiosity_ema": 3.95111107, "w_native_err": 3.82588649, "wall_s": 275.46, "gpu_mem_gb": 9.738}
{"step": 2900, "ce_full": 0.013365, "psi_dir": 0.565392, "psi_entropy": 0.171013, "tension": 44.454399, "phi": 1.423982, "curiosity_ema": 3.93238761, "w_native_err": 3.76387644, "wall_s": 275.84, "gpu_mem_gb": 9.738}
{"step": 2904, "ce_full": 0.008816, "psi_dir": 0.568322, "psi_entropy": 0.112743, "tension": 44.354263, "phi": 1.432984, "curiosity_ema": 3.88792846, "w_native_err": 3.48779607, "wall_s": 276.21, "gpu_mem_gb": 9.738}
{"step": 2908, "ce_full": 0.008873, "psi_dir": 0.569595, "psi_entropy": 0.095033, "tension": 44.289822, "phi": 1.44541, "curiosity_ema": 3.827495, "w_native_err": 3.28359389, "wall_s": 276.59, "gpu_mem_gb": 9.738}
{"step": 2912, "ce_full": 0.005834, "psi_dir": 0.570442, "psi_entropy": 0.11861, "tension": 44.10257, "phi": 1.461492, "curiosity_ema": 3.7346448, "w_native_err": 2.89899302, "wall_s": 276.97, "gpu_mem_gb": 9.738}
{"step": 2916, "ce_full": 0.009198, "psi_dir": 0.568634, "psi_entropy": 0.107885, "tension": 43.700104, "phi": 1.469038, "curiosity_ema": 3.58620118, "w_native_err": 2.25020862, "wall_s": 277.35, "gpu_mem_gb": 9.738}
{"step": 2920, "ce_full": 0.007828, "psi_dir": 0.567739, "psi_entropy": 0.067531, "tension": 43.762535, "phi": 1.455701, "curiosity_ema": 3.4553981, "w_native_err": 2.27817035, "wall_s": 277.72, "gpu_mem_gb": 9.738}
{"step": 2924, "ce_full": 0.006935, "psi_dir": 0.57368, "psi_entropy": 0.130619, "tension": 44.183968, "phi": 1.462716, "curiosity_ema": 3.39107756, "w_native_err": 2.81219268, "wall_s": 278.1, "gpu_mem_gb": 9.738}
{"step": 2928, "ce_full": 0.013563, "psi_dir": 0.577076, "psi_entropy": 0.10746, "tension": 44.656776, "phi": 1.474597, "curiosity_ema": 3.39886252, "w_native_err": 3.46892715, "wall_s": 278.48, "gpu_mem_gb": 9.738}
{"step": 2932, "ce_full": 0.012976, "psi_dir": 0.579314, "psi_entropy": 0.114965, "tension": 45.240837, "phi": 1.482944, "curiosity_ema": 3.49686884, "w_native_err": 4.3789258, "wall_s": 278.86, "gpu_mem_gb": 9.738}
{"step": 2936, "ce_full": 0.007071, "psi_dir": 0.579342, "psi_entropy": 0.083718, "tension": 45.916893, "phi": 1.474931, "curiosity_ema": 3.70432093, "w_native_err": 5.57138968, "wall_s": 279.24, "gpu_mem_gb": 9.738}
{"step": 2940, "ce_full": 0.008239, "psi_dir": 0.58266, "psi_entropy": 0.09029, "tension": 46.024628, "phi": 1.467629, "curiosity_ema": 3.89775369, "w_native_err": 5.63864851, "wall_s": 279.61, "gpu_mem_gb": 9.738}
{"step": 2944, "ce_full": 0.005857, "psi_dir": 0.585112, "psi_entropy": 0.104382, "tension": 46.146053, "phi": 1.464126, "curiosity_ema": 4.08387954, "w_native_err": 5.75901222, "wall_s": 279.99, "gpu_mem_gb": 9.738}
{"step": 2948, "ce_full": 0.003681, "psi_dir": 0.579817, "psi_entropy": 0.090299, "tension": 46.095154, "phi": 1.461328, "curiosity_ema": 4.22862102, "w_native_err": 5.53129435, "wall_s": 280.37, "gpu_mem_gb": 9.738}
{"step": 2952, "ce_full": 0.009349, "psi_dir": 0.579527, "psi_entropy": 0.154362, "tension": 45.644646, "phi": 1.463858, "curiosity_ema": 4.25876232, "w_native_err": 4.53003407, "wall_s": 280.75, "gpu_mem_gb": 9.738}
{"step": 2956, "ce_full": 0.008342, "psi_dir": 0.572921, "psi_entropy": 0.129546, "tension": 45.661957, "phi": 1.455175, "curiosity_ema": 4.27819802, "w_native_err": 4.45311928, "wall_s": 281.13, "gpu_mem_gb": 9.738}
{"step": 2960, "ce_full": 0.009437, "psi_dir": 0.573073, "psi_entropy": 0.083452, "tension": 45.859093, "phi": 1.466468, "curiosity_ema": 4.3218913, "w_native_err": 4.71513081, "wall_s": 281.51, "gpu_mem_gb": 9.738}
{"step": 2964, "ce_full": 0.008082, "psi_dir": 0.569496, "psi_entropy": 0.12098, "tension": 46.031921, "phi": 1.469041, "curiosity_ema": 4.38374838, "w_native_err": 4.94046211, "wall_s": 281.88, "gpu_mem_gb": 9.738}
{"step": 2968, "ce_full": 0.008549, "psi_dir": 0.562489, "psi_entropy": 0.093651, "tension": 46.550026, "phi": 1.47831, "curiosity_ema": 4.53484565, "w_native_err": 5.89472103, "wall_s": 282.26, "gpu_mem_gb": 9.738}
{"step": 2972, "ce_full": 0.010579, "psi_dir": 0.561723, "psi_entropy": 0.124375, "tension": 46.364525, "phi": 1.465281, "curiosity_ema": 4.6221246, "w_native_err": 5.40763521, "wall_s": 282.64, "gpu_mem_gb": 9.738}
{"step": 2976, "ce_full": 0.0119, "psi_dir": 0.565745, "psi_entropy": 0.140351, "tension": 46.301689, "phi": 1.47218, "curiosity_ema": 4.67702058, "w_native_err": 5.1710844, "wall_s": 283.01, "gpu_mem_gb": 9.738}
{"step": 2980, "ce_full": 0.006684, "psi_dir": 0.565865, "psi_entropy": 0.10801, "tension": 46.340553, "phi": 1.480622, "curiosity_ema": 4.72225335, "w_native_err": 5.12934828, "wall_s": 283.41, "gpu_mem_gb": 9.738}
{"step": 2984, "ce_full": 0.007074, "psi_dir": 0.567534, "psi_entropy": 0.107401, "tension": 46.476086, "phi": 1.500748, "curiosity_ema": 4.77762401, "w_native_err": 5.27595997, "wall_s": 283.79, "gpu_mem_gb": 9.738}
{"step": 2988, "ce_full": 0.0108, "psi_dir": 0.567496, "psi_entropy": 0.109772, "tension": 46.701027, "phi": 1.490965, "curiosity_ema": 4.86085571, "w_native_err": 5.60994101, "wall_s": 284.16, "gpu_mem_gb": 9.738}
{"step": 2992, "ce_full": 0.010354, "psi_dir": 0.567008, "psi_entropy": 0.1106, "tension": 46.708031, "phi": 1.494948, "curiosity_ema": 4.92494595, "w_native_err": 5.5017581, "wall_s": 284.54, "gpu_mem_gb": 9.738}
{"step": 2996, "ce_full": 0.006378, "psi_dir": 0.573138, "psi_entropy": 0.083327, "tension": 46.417656, "phi": 1.486092, "curiosity_ema": 4.91207558, "w_native_err": 4.79624224, "wall_s": 284.92, "gpu_mem_gb": 9.738}
{"step": 3000, "ce_full": 0.007662, "psi_dir": 0.576791, "psi_entropy": 0.113939, "tension": 45.852688, "phi": 1.498454, "curiosity_ema": 4.7846427, "w_native_err": 3.63774681, "wall_s": 285.3, "gpu_mem_gb": 9.738}
{"step": 3004, "ce_full": 0.007476, "psi_dir": 0.585164, "psi_entropy": 0.10729, "tension": 45.795563, "phi": 1.508645, "curiosity_ema": 4.64422908, "w_native_err": 3.38050652, "wall_s": 285.68, "gpu_mem_gb": 9.738}
{"step": 3008, "ce_full": 0.006552, "psi_dir": 0.588004, "psi_entropy": 0.111712, "tension": 45.645935, "phi": 1.512172, "curiosity_ema": 4.47967476, "w_native_err": 2.99868584, "wall_s": 286.06, "gpu_mem_gb": 9.738}
{"step": 3012, "ce_full": 0.005439, "psi_dir": 0.583053, "psi_entropy": 0.089118, "tension": 45.647552, "phi": 1.513665, "curiosity_ema": 4.31928618, "w_native_err": 2.87578893, "wall_s": 286.44, "gpu_mem_gb": 9.738}
