0, 0, 141.28, 120
0, 0, 141.29, 120
0, 0, 141.15, 120
0, 0, 141.21, 120
0, 0, 143.60, 120
0, 0, 143.57, 120
0, 0, 143.52, 120
0, 0, 143.50, 120
0, 0, 141.06, 120
0, 0, 141.07, 120
0, 0, 141.05, 120
0, 0, 141.07, 120
0, 0, 141.10, 120
0, 0, 141.06, 120
0, 0, 141.07, 120
0, 0, 141.07, 120
0, 0, 141.07, 120
0, 0, 141.10, 120
0, 0, 141.24, 120
0, 0, 141.23, 120
0, 0, 141.24, 120
0, 0, 141.22, 120
0, 0, 141.17, 120
0, 0, 141.10, 120
0, 0, 141.07, 120
0, 0, 141.14, 120
0, 0, 141.14, 120
0, 0, 141.18, 120
0, 0, 141.15, 120
0, 0, 141.11, 120
0, 0, 141.09, 120
0, 0, 141.06, 120
0, 0, 141.06, 120
0, 0, 141.04, 120
0, 0, 141.02, 120
0, 0, 158.13, 1965
4, 0, 169.76, 1965
0, 0, 180.38, 1965
0, 0, 191.21, 1965
0, 0, 192.64, 1965
0, 0, 192.60, 1965
0, 0, 193.08, 1965
0, 0, 193.15, 1965
0, 0, 193.04, 1965
0, 0, 193.05, 1965
0, 0, 192.95, 1965
0, 0, 192.98, 1965
3, 0, 193.19, 1965
0, 0, 193.20, 1965
0, 0, 192.86, 1965
0, 0, 192.87, 1965
0, 0, 192.68, 1965
0, 0, 192.65, 1965
0, 0, 192.66, 1965
0, 0, 192.68, 1965
0, 0, 193.02, 1965
0, 0, 193.15, 1965
3, 0, 193.54, 1965
0, 0, 193.55, 1965
0, 0, 193.52, 1965
0, 0, 193.25, 1965
0, 0, 193.18, 1965
0, 0, 195.47, 1965
0, 0, 195.70, 1965
0, 0, 195.72, 1965
0, 0, 195.32, 1965
0, 0, 194.66, 1965
0, 0, 192.91, 1965
4, 0, 193.36, 1965
0, 0, 193.29, 1965
0, 0, 193.48, 1965
0, 0, 193.41, 1965
0, 0, 192.88, 1965
0, 0, 192.95, 1965
0, 0, 192.90, 1965
0, 0, 193.24, 1965
0, 0, 193.36, 1965
0, 0, 193.53, 1965
0, 0, 193.37, 1965
0, 0, 193.38, 1965
0, 0, 193.05, 1965
0, 0, 193.03, 1965
0, 0, 192.91, 1965
0, 0, 192.95, 1965
0, 0, 192.91, 1965
0, 0, 192.91, 1965
0, 0, 192.93, 1965
0, 0, 192.89, 1965
0, 0, 192.95, 1965
0, 0, 192.92, 1965
0, 0, 192.93, 1965
0, 0, 192.95, 1965
0, 0, 193.04, 1965
0, 0, 193.07, 1965
0, 0, 193.06, 1965
0, 0, 193.05, 1965
0, 0, 192.98, 1965
0, 0, 192.99, 1965
0, 0, 193.12, 1965
0, 0, 193.11, 1965
0, 0, 193.10, 1965
0, 0, 193.05, 1965
0, 0, 192.95, 1965
0, 0, 192.99, 1965
0, 0, 193.41, 1965
0, 0, 193.43, 1965
3, 0, 193.57, 1965
0, 0, 193.61, 1965
0, 0, 193.19, 1965
0, 0, 193.14, 1965
3, 0, 193.58, 1965
0, 0, 193.61, 1965
0, 0, 193.68, 1965
0, 0, 193.77, 1965
0, 0, 193.19, 1965
0, 0, 193.20, 1965
0, 0, 193.28, 1965
0, 0, 193.10, 1965
0, 0, 193.09, 1965
0, 0, 193.15, 1965
0, 0, 193.07, 1965
2, 0, 193.46, 1965
0, 0, 193.85, 1965
0, 0, 193.80, 1965
0, 0, 193.86, 1965
0, 0, 195.97, 1965
0, 0, 196.08, 1965
0, 0, 195.66, 1965
3, 0, 195.86, 1965
0, 0, 193.42, 1965
0, 0, 193.42, 1965
0, 0, 193.29, 1965
0, 0, 193.12, 1965
4, 0, 193.46, 1965
0, 0, 193.47, 1965
0, 0, 193.79, 1965
0, 0, 193.78, 1965
0, 0, 193.52, 1965
0, 0, 193.57, 1965
0, 0, 193.76, 1965
0, 0, 193.88, 1965
0, 0, 193.98, 1965
0, 0, 193.96, 1965
0, 0, 193.42, 1965
0, 0, 193.31, 1965
0, 0, 193.21, 1965
0, 0, 193.17, 1965
0, 0, 193.19, 1965
0, 0, 193.23, 1965
0, 0, 193.26, 1965
0, 0, 193.25, 1965
0, 0, 193.27, 1965
0, 0, 193.23, 1965
0, 0, 193.21, 1965
0, 0, 193.21, 1965
0, 0, 193.17, 1965
0, 0, 193.18, 1965
0, 0, 193.15, 1965
0, 0, 193.16, 1965
0, 0, 193.20, 1965
0, 0, 193.30, 1965
0, 0, 193.35, 1965
0, 0, 193.30, 1965
0, 0, 193.29, 1965
0, 0, 193.34, 1965
0, 0, 193.21, 1965
0, 0, 193.19, 1965
0, 0, 193.19, 1965
3, 0, 193.39, 1965
0, 0, 193.38, 1965
0, 0, 193.38, 1965
0, 0, 193.73, 1965
0, 0, 193.57, 1965
0, 0, 193.48, 1965
0, 0, 193.52, 1965
0, 0, 193.44, 1965
0, 0, 193.38, 1965
2, 0, 193.76, 1965
